plot_id,census_tree_id,census_stem_id,census_species,census_x_rot_m,census_y_rot_m,census_dbh_m,t2t_matches,t2t_tree_id,rct_matches,rct_tile,rct_tree_id,t2t_tree_id_best,t2t_dbh_best,rct_tile_best,rct_tree_id_best,rct_dbh_best
P09,90,90,Baikiaea plurijuga,48.91827964595397,19.245866503076087,0.23600000000000002,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 76, 211]",,,Tile_1_0,211,0.254
P09,90,91,Baikiaea plurijuga,48.35454179534075,19.822234125159408,0.371,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 62, 211]",,,Tile_1_0,58,0.234
P09,90,92,Baikiaea plurijuga,48.61411018412869,19.10451255550859,0.28300000000000003,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 62, 211]",,,Tile_1_0,62,0.357
P09,93,93,Baphia massaiensis subsp. obovata,53.23520721812312,20.334781714029518,0.079,1,['0111_T0'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[63, 67, 90, 228]",,,Tile_1_0,67,0.093
P09,93,94,Baphia massaiensis subsp. obovata,53.90126227856043,20.04760466678191,0.07400000000000001,1,['0111_T0'],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[63, 67, 90, 228, 264]",,,Tile_1_0,90,0.065
P09,95,95,Baikiaea plurijuga,53.1724572623661,22.8255973320656,0.326,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 62, 76, 78, 233]",,,Tile_1_0,78,0.291
P09,95,96,Baikiaea plurijuga,54.368424093418064,21.758937433586464,0.17300000000000001,0,[],10,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[58, 67, 77, 106, 211, 233, 267, 174, 176, 232]",,,Tile_1_0,233,0.17
P09,97,97,Baikiaea plurijuga,48.34531312722856,23.34394036385747,0.23,0,[],1,['Tile_1_0'],[58],,,Tile_1_0,58,0.234
P09,98,98,Baphia massaiensis subsp. obovata,46.22579765950012,21.64389501679762,0.086,1,['0111_T0'],2,"['Tile_1_0', 'Tile_1_0']","[56, 204]",0111_T0,0.085,Tile_1_0,204,0.102
P09,99,99,Baphia massaiensis subsp. obovata,44.27722214615144,15.501138838274986,0.071,0,[],2,"['Tile_1_0', 'Tile_1_0']","[52, 56]",,,Tile_1_0,52,0.062
P09,100,100,Baikiaea plurijuga,41.49368323519156,15.696871132933444,0.21100000000000002,0,[],0,[],[],,,,,
P09,102,102,Baphia massaiensis subsp. obovata,37.60567448592062,10.65006145100639,0.071,0,[],0,[],[],,,,,
P09,103,103,Baphia massaiensis subsp. obovata,38.36848242088807,9.19963942471518,0.084,0,[],0,[],[],,,,,
P09,103,107,Baphia massaiensis subsp. obovata,38.42452061801804,9.270064707550414,0.07200000000000001,0,[],0,[],[],,,,,
P09,104,104,Baikiaea plurijuga,36.86975880950576,7.797952035642589,0.209,2,"['0074_T2', '0074_T0']",4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[14, 24, 25, 173]",0074_T2,0.204,Tile_1_0,25,0.129
P09,104,105,Baikiaea plurijuga,37.09121784976594,7.915663094965997,0.132,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[14, 24, 25, 35, 173]",,,Tile_1_0,173,0.141
P09,106,106,Baikiaea plurijuga,35.583574023776144,6.342160602449746,0.21899999999999997,2,"['0074_T2', '0074_T0']",4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[14, 24, 25, 173]",0074_T2,0.204,Tile_1_0,24,0.152
P09,108,108,Baikiaea plurijuga,40.02026033339083,-0.1274463863925961,0.18899999999999997,2,"['0058_T2', '0074_T0']",6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[24, 31, 36, 42, 45, 174]",0058_T2,0.163,Tile_1_0,31,0.168
P09,108,109,Baikiaea plurijuga,40.14478966034632,0.0290542421301447,0.17300000000000001,2,"['0058_T2', '0074_T0']",6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[24, 31, 36, 42, 45, 174]",0074_T0,0.208,Tile_1_0,174,0.143
P09,110,110,Baikiaea plurijuga,43.43872197304915,-0.6494808854293437,0.366,2,"['0058_T1', '0058_T0']",3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[36, 50, 191]",0058_T1,0.387,Tile_1_0,36,0.202
P09,111,111,Baikiaea plurijuga,46.54400551688744,-2.0469121403993915,0.171,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[36, 42, 45, 49, 50, 61]",,,Tile_1_0,61,0.162
P09,111,112,Baikiaea plurijuga,45.90100154340991,-2.2125801520736763,0.092,1,['0058_T3'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[45, 48, 49, 189]",0058_T3,0.073,Tile_1_0,45,0.123
P09,113,116,Baphia massaiensis subsp. obovata,45.37753830196197,5.641615302258537,0.05,0,[],0,[],[],,,,,
P09,113,115,Baphia massaiensis subsp. obovata,45.95558386370206,5.565042927653928,0.071,0,[],0,[],[],,,,,
P09,113,114,Baphia massaiensis subsp. obovata,45.62911386535809,4.994151221477272,0.07400000000000001,0,[],0,[],[],,,,,
P09,113,113,Baphia massaiensis subsp. obovata,45.31779054796937,4.602899650170419,0.064,0,[],0,[],[],,,,,
P09,117,117,Baphia massaiensis subsp. obovata,52.38138352529104,2.880066445611111,0.064,0,[],1,['Tile_1_0'],[69],,,Tile_1_0,69,0.078
P09,117,118,Baphia massaiensis subsp. obovata,53.47604895512185,2.328516269531609,0.077,0,[],2,"['Tile_1_0', 'Tile_1_0']","[69, 219]",,,Tile_1_0,219,0.103
P09,117,268,Baphia massaiensis subsp. obovata,75.11029161484424,35.92520129261459,0.052000000000000005,0,[],1,['Tile_2_1'],[141],,,Tile_2_1,141,0.036
P09,119,119,Baikiaea plurijuga,28.243187106759542,-10.270594133249318,0.281,0,[],0,[],[],,,,,
P09,119,120,Baikiaea plurijuga,32.31052550869406,-12.868046408874182,0.252,3,"['0042_T2', '0042_T1', '0042_T0']",3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[16, 166, 167]",0042_T1,0.263,Tile_1_0,167,0.221
P09,119,121,Baikiaea plurijuga,32.57539297461411,-13.82001553941209,0.259,3,"['0042_T2', '0042_T1', '0042_T0']",3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[16, 166, 167]",0042_T0,0.374,Tile_1_0,166,0.257
P09,119,122,Baikiaea plurijuga,32.12187673982951,-13.586942536284742,0.114,1,['0042_T2'],0,[],[],,,,,
P09,119,123,Baikiaea plurijuga,31.9786680138307,-13.766918259085896,0.14,1,['0042_T2'],1,['Tile_1_0'],[16],,,,,
P09,119,124,Baikiaea plurijuga,31.880899330697623,-13.40797357727764,0.174,1,['0042_T2'],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[16, 166, 167]",,,Tile_1_0,16,0.206
P09,126,126,Baikiaea plurijuga,41.5061300817826,-18.2553886604295,0.261,0,[],2,"['Tile_1_0', 'Tile_1_0']","[38, 43]",,,Tile_1_0,38,0.26
P09,126,127,Baikiaea plurijuga,41.84748150291998,-19.191539934149453,0.244,0,[],2,"['Tile_1_0', 'Tile_1_0']","[38, 43]",,,Tile_1_0,43,0.211
P09,128,128,Baikiaea plurijuga,41.94679651097965,-15.37281808918953,0.17,0,[],0,[],[],,,,,
P09,128,129,Baikiaea plurijuga,41.7263532793224,-14.686228851277583,0.098,0,[],1,['Tile_1_0'],[188],,,,,
P09,130,135,Baphia massaiensis subsp. obovata,53.82464062250843,-9.118146294265255,0.124,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[68, 79, 215]",,,Tile_1_0,79,0.144
P09,130,134,Baphia massaiensis subsp. obovata,53.77398992189786,-8.86059143306544,0.07200000000000001,0,[],2,"['Tile_1_0', 'Tile_1_0']","[68, 72]",,,Tile_1_0,68,0.083
P09,130,130,Baphia massaiensis subsp. obovata,53.29101929503115,-9.306953812286604,0.077,0,[],1,['Tile_1_0'],[68],,,,,
P09,130,131,Baphia massaiensis subsp. obovata,52.6419656939804,-8.355991445542756,0.066,0,[],2,"['Tile_1_0', 'Tile_1_0']","[68, 72]",,,Tile_1_0,72,0.038
P09,136,136,Baphia massaiensis subsp. obovata,52.510724608397865,-5.951251173194176,0.106,1,['0058_T3'],2,"['Tile_1_0', 'Tile_1_0']","[68, 215]",,,Tile_1_0,215,0.135
P09,137,137,Philenoptera nelsii,60.45428095796159,-4.962154352197447,0.19899999999999998,0,[],1,['Tile_1_0'],[113],,,Tile_1_0,113,0.144
P09,138,139,Baikiaea plurijuga,59.48692499403174,-14.850522389393952,0.34,1,['0045_T0'],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[107, 234, 269]",0045_T0,0.3,Tile_1_0,107,0.284
P09,138,138,Baikiaea plurijuga,58.93917279420215,-14.414669745049745,0.226,1,['0045_T0'],7,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[79, 86, 92, 96, 107, 234, 269]",,,Tile_1_0,269,0.211
P09,140,140,Baikiaea plurijuga,65.65532152747032,-8.704516840562828,0.297,0,[],1,['Tile_1_0'],[126],,,Tile_1_0,126,0.187
P09,141,141,Baikiaea plurijuga,69.19756397234454,3.134968725192622,0.209,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[136, 309, 310]",,,Tile_1_0,310,0.164
P09,141,142,Baikiaea plurijuga,68.91569504703793,3.4231525362342845,0.325,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[136, 309, 310]",,,Tile_1_0,136,0.268
P09,143,144,Baikiaea plurijuga,63.69946257252956,1.0434427278995893,0.272,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 277, 279, 280]",,,Tile_1_0,116,0.175
P09,143,143,Baikiaea plurijuga,64.23931036635462,1.2400752773470751,0.254,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 277, 279, 280]",,,Tile_1_0,277,0.229
P09,145,146,Baikiaea plurijuga,65.74377515180544,5.218653630143256,0.172,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 277, 279, 280, 310]",,,Tile_1_0,280,0.161
P09,145,145,Baikiaea plurijuga,65.5569811613722,4.983902687359145,0.209,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 136, 277, 279, 280]",,,Tile_1_0,117,0.202
P09,149,150,Baikiaea plurijuga,75.50868393950265,12.03001592912235,0.345,0,[],2,"['Tile_2_0', 'Tile_2_0']","[2, 140]",,,Tile_2_0,140,0.279
P09,149,149,Baikiaea plurijuga,76.27948469986191,10.509336413961584,0.38799999999999996,0,[],2,"['Tile_2_0', 'Tile_2_0']","[2, 140]",,,Tile_2_0,2,0.31
