plot_id,census_tree_id,census_stem_id,census_species,census_x_rot_m,census_y_rot_m,census_dbh_m,t2t_matches,t2t_tree_id,rct_matches,rct_tile,rct_tree_id,t2t_tree_id_best,t2t_dbh_best,rct_tile_best,rct_tree_id_best,rct_dbh_best,,cstart,suitability
p10,208,208,Burkea africana,-10.78798568,48.94011978,0.125,2,"['0073_T1', '0088_T1']",9,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[97, 112, 126, 127, 137, 514, 515, 516, 544]",0088_T1,0.158,0_1,544,0.093,,,
p10,206,206,Burkea africana,-12.24815094,48.58246433,0.088,1,['0073_T1'],5,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[97, 126, 514, 515, 544]",0073_T1,0.082,0_1,544,0.093,,,
p10,204,204,Terminalia brachystemma,-10.73591917,57.32521305,0.072,0,[],1,['Tile_0_1'],[546],,,0_1,546,0.04,,,
p10,553,553,Combretum indet,-13.42639921,57.6147249,0.054,0,[],1,['Tile_0_1'],[546],,,0_1,546,0.04,,,
p10,608,546,Burkea africana,-11.61374605,57.12046939,0.053,0,[],1,['Tile_0_1'],[546],,,0_1,546,0.04,,,
p10,226,226,Burkea africana,1.712467429,54.07711034,0.12,0,[],3,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[636, 642, 643]",,,0_1,636,0.085,,,
p10,230,230,Burkea africana,1.684855061,55.39211511,0.087,0,[],3,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[636, 642, 643]",,,0_1,636,0.085,,,
p10,227,227,Terminalia brachystemma,1.225169767,53.96117506,0.065,0,[],1,['Tile_0_1'],[636],,,0_1,636,0.085,,,
p10,174,175,Julbernardia paniculata,14.98376905,65.23786987,0.837,0,[],2,"['Tile_0_1', 'Tile_0_1']","[228, 700]",,,0_1,700,0.67,,4,good
p10,356,356,Terminalia brachystemma,15.77612375,35.83256126,0.137,1,['0062_T1'],4,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[238, 707, 708, 712]",0062_T1,0.114,0_1,708,0.15,,4.5,good
p10,245,247,Julbernardia paniculata,17.2054402,45.62679704,0.566,0,[],4,"['Tile_0_1', 'Tile_0_1', 'Tile_0_1', 'Tile_0_1']","[248, 249, 258, 730]",,,0_1,730,0.619,,5,good
p10,3,3,Burkea africana,-20.83362504,83.05757469,0.079,1,['0133_T1'],5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[30, 36, 37, 50, 58]",,,0_2,36,0.086,,,
p10,559,559,Burkea africana,-22.22987999,81.75677797,0.06,0,[],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[36, 37, 58]",,,0_2,36,0.086,,,
p10,1,2,Brachystegia spiciformis,-22.81553303,86.83191447,0.099,0,[],4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[30, 36, 37, 52]",,,0_2,37,0.077,,,
p10,4,4,Burkea africana,-17.75274093,78.2272276,0.1,0,[],1,['Tile_0_2'],[50],,,0_2,50,0.118,,,
p10,16,16,Burkea africana,-18.55949628,86.29923143,0.095,1,['0133_T1'],6,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[30, 36, 37, 52, 58, 432]",0133_T1,0.115,0_2,52,0.127,,,
p10,17,18,Burkea africana,-16.9178726,87.35879345,0.078,1,['0133_T1'],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[36, 37, 58]",0133_T1,0.115,0_2,58,0.048,,,
p10,19,19,Burkea africana,-15.57864834,88.40592208,0.081,1,['0133_T1'],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[36, 58, 494]",0133_T1,0.115,0_2,58,0.048,,,
p10,20,20,Julbernardia paniculata,-16.60333214,89.03839587,0.081,1,['0133_T1'],2,"['Tile_0_2', 'Tile_0_2']","[58, 365]",0133_T1,0.115,0_2,58,0.048,,,
p10,5,5,Combretum collinum,-14.68555349,78.10532105,0.151,0,[],2,"['Tile_0_2', 'Tile_0_2']","[50, 73]",,,0_2,73,0.213,,,
p10,21,21,Burkea africana,-15.77378779,92.99116151,0.063,0,[],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[53, 75, 362]",,,0_2,75,0.091,,,
p10,14,14,Burkea africana,-15.05863334,84.28377647,0.155,1,['0133_T1'],7,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[50, 52, 65, 73, 74, 97, 432]",0133_T1,0.115,0_2,97,0.157,,,
p10,6,10,Pericopsis angolensis,-10.77154441,81.83768397,0.118,0,[],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[97, 136, 494]",,,0_2,97,0.157,,,
p10,23,25,Terminalia brachystemma,-10.77462441,95.74631404,0.068,0,[],1,['Tile_0_2'],[118],,,0_2,118,0.04,,,
p10,28,28,Burkea africana,-7.197835281,89.82524324,0.122,2,"['0149_T7', '0149_T0']",2,"['Tile_0_2', 'Tile_0_2']","[121, 122]",0149_T7,0.12,0_2,121,0.126,,,
p10,29,29,Julbernardia paniculata,-4.972223713,88.13434018,0.185,2,"['0149_T7', '0149_T0']",2,"['Tile_0_2', 'Tile_0_2']","[121, 122]",0149_T7,0.12,0_2,121,0.126,,,
p10,23,23,Terminalia brachystemma,-11.43299849,95.44807994,0.128,2,"['0149_T7', '0149_T0']",2,"['Tile_0_2', 'Tile_0_2']","[121, 122]",0149_T0,0.146,0_2,122,0.162,,,
p10,26,26,Burkea africana,-7.088925808,91.51953918,0.154,2,"['0149_T7', '0149_T0']",2,"['Tile_0_2', 'Tile_0_2']","[121, 122]",0149_T0,0.146,0_2,122,0.162,,3.9,good
p10,13,13,Burkea africana,-6.104276994,80.11820299,0.086,0,[],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[136, 153, 177]",,,0_2,136,0.093,,,
p10,6,7,Pericopsis angolensis,-9.682031677,82.28261317,0.094,0,[],2,"['Tile_0_2', 'Tile_0_2']","[136, 494]",,,0_2,136,0.093,,,
p10,196,197,Bobgunnia madagascariensis,-8.495875651,78.12502567,0.116,0,[],1,['Tile_0_2'],[136],,,0_2,136,0.093,,,
p10,27,27,Burkea africana,-7.417272446,90.49743914,0.065,0,[],1,['Tile_0_2'],[154],,,0_2,154,0.037,,,
p10,30,30,Julbernardia paniculata,-3.339129162,93.29408845,0.265,3,"['0149_T4', '0149_T5', '0149_T2']",3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[155, 584, 585]",0149_T2,0.28,0_2,155,0.291,,5.5,good
p10,33,34,Burkea africana,-3.276805783,97.56914585,0.113,1,['0164_T0'],1,['Tile_0_2'],[157],,,0_2,157,0.164,,,
p10,186,186,Burkea africana,-3.509009744,73.42595465,0.082,0,[],2,"['Tile_0_1', 'Tile_0_2']","[156, 177]",,,0_2,177,0.123,,,
p10,22,22,Burkea africana,-4.250205278,77.65144032,0.106,0,[],2,"['Tile_0_2', 'Tile_0_2']","[136, 177]",,,0_2,177,0.123,,,
p10,187,187,Julbernardia paniculata,-2.434081013,77.71619103,0.228,0,[],2,"['Tile_0_2', 'Tile_0_2']","[140, 177]",,,0_2,177,0.123,,,
p10,43,43,Burkea africana,4.832347149,85.48851512,0.06,3,"['0135_T4', '0135_T2', '0135_T1']",2,"['Tile_0_2', 'Tile_0_2']","[192, 230]",0135_T1,0.066,0_2,192,0.089,,,
p10,44,44,Burkea africana,1.20526616,84.7507594,0.084,3,"['0135_T4', '0135_T0', '0135_T1']",2,"['Tile_0_2', 'Tile_0_2']","[192, 196]",0135_T4,0.07,0_2,196,0.102,,,
p10,52,52,Julbernardia paniculata,8.215771484,85.87895048,0.263,4,"['0135_T7', '0135_T6', '0135_T3', '0136_T0']",6,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[206, 221, 244, 666, 717, 718]",0135_T6,0.247,0_2,221,0.273,,4.5,good
p10,38,38,Burkea africana,7.381450695,97.00207544,0.088,0,[],2,"['Tile_0_2', 'Tile_0_2']","[225, 231]",,,0_2,225,0.106,,,
p10,42,42,Terminalia brachystemma,8.00246741,89.69955271,0.062,2,"['0135_T4', '0135_T1']",3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[230, 241, 702]",0135_T1,0.066,0_2,230,0.047,,,
p10,562,562,Terminalia brachystemma,7.78382371,87.76264927,0.058,3,"['0135_T4', '0135_T2', '0135_T1']",3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[230, 241, 702]",0135_T1,0.066,0_2,230,0.047,,,
p10,39,39,Burkea africana,10.21362012,96.48360044,0.086,0,[],2,"['Tile_0_2', 'Tile_0_2']","[225, 231]",,,0_2,231,0.113,,,
p10,56,56,Julbernardia paniculata,14.35192103,87.36140413,0.214,2,"['0136_T3', '0136_T1']",5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[244, 249, 262, 717, 718]",0136_T3,0.203,0_2,244,0.226,,,
p10,53,53,Julbernardia paniculata,12.36294569,85.38808785,0.301,2,"['0136_T3', '0136_T0']",2,"['Tile_0_2', 'Tile_0_2']","[244, 717]",0136_T0,0.33,0_2,244,0.226,,5.5,good
p10,57,57,Combretum collinum,14.84102464,90.36101704,0.065,0,[],2,"['Tile_0_2', 'Tile_0_2']","[241, 256]",,,0_2,256,0.064,,,
p10,60,60,Burkea africana,18.96041439,84.81939922,0.07,2,"['0136_T4', '0137_T2']",1,['Tile_0_2'],[256],0137_T2,0.075,0_2,256,0.064,,,
p10,61,61,Burkea africana,19.9246277,84.53166203,0.083,2,"['0136_T4', '0137_T2']",2,"['Tile_0_2', 'Tile_0_2']","[256, 262]",0137_T2,0.075,0_2,262,0.118,,,
p10,561,561,Burkea africana,-23.08906756,93.48470177,0.053,0,[],4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[53, 293, 362, 365]",,,0_2,365,0.064,,,
p10,15,15,Burkea africana,-16.93692454,85.73102288,0.116,1,['0133_T1'],7,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[36, 37, 52, 65, 74, 97, 432]",0133_T1,0.115,0_2,432,0.141,,,
p10,17,17,Burkea africana,-17.36716023,87.0261666,0.201,1,['0133_T1'],5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[52, 65, 74, 97, 432]",,,0_2,432,0.141,,,
p10,6,9,Pericopsis angolensis,-9.847037572,82.93389887,0.114,0,[],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[97, 136, 494]",,,0_2,494,0.064,,,
p10,12,12,Terminalia brachystemma,-11.09117419,83.65986311,0.05,0,[],1,['Tile_0_2'],[494],,,0_2,494,0.064,,,
p10,30,31,Julbernardia paniculata,-2.983170156,93.00118371,0.247,3,"['0149_T4', '0149_T5', '0149_T2']",3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[155, 584, 585]",0149_T4,0.269,0_2,584,0.274,,5,good
p10,30,32,Julbernardia paniculata,-3.005614982,93.70793418,0.242,4,"['0149_T4', '0149_T5', '0149_T1', '0149_T2']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[155, 157, 584, 585]",0149_T5,0.233,0_2,585,0.262,,4,good
p10,46,46,Burkea africana,4.619695744,81.49166894,0.154,3,"['0135_T7', '0135_T5', '0135_T3']",5,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[192, 196, 206, 666, 681]",0135_T5,0.128,0_2,666,0.133,,,
p10,195,195,Burkea africana,5.233117588,80.88858218,0.115,5,"['0135_T7', '0120_T0', '0135_T5', '0135_T4', '0135_T2']",4,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[196, 212, 666, 681]",0135_T5,0.128,0_2,681,0.094,,,
p10,48,48,Burkea africana,7.453639835,82.69946069,0.088,5,"['0135_T5', '0135_T4', '0135_T2', '0135_T0', '0135_T1']",1,['Tile_0_2'],[681],0135_T5,0.128,0_2,681,0.094,,,
p10,50,50,Burkea africana,7.795777013,82.48535288,0.085,4,"['0135_T4', '0135_T2', '0135_T0', '0135_T1']",1,['Tile_0_2'],[681],0135_T2,0.064,0_2,681,0.094,,,
p10,51,51,Burkea africana,8.131003278,82.31064355,0.072,2,"['0135_T2', '0135_T1']",1,['Tile_0_2'],[681],0135_T2,0.064,0_2,681,0.094,,,
p10,41,41,Burkea africana,8.044804581,89.74758982,0.065,1,['0135_T1'],3,"['Tile_0_2', 'Tile_0_2', 'Tile_0_2']","[230, 241, 702]",0135_T1,0.066,0_2,702,0.072,,,
p10,625,625,Burkea africana,7.761550968,94.83515971,0.052,0,[],2,"['Tile_0_2', 'Tile_0_2']","[241, 702]",,,0_2,702,0.072,,,
p10,406,406,Burkea africana,23.91435083,12.58908347,0.116,0,[],9,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_1_0', 'Tile_1_0']","[218, 224, 237, 238, 241, 711, 728, 9, 328]",,,1_0,9,0.071,,,
p10,407,407,Burkea africana,24.31350305,12.04993831,0.116,0,[],8,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_1_0', 'Tile_1_0']","[218, 224, 237, 241, 711, 728, 9, 328]",,,1_0,9,0.071,,,
p10,404,404,Terminalia brachystemma,23.56363758,15.16726116,0.084,1,['0035_T0'],6,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_1_0', 'Tile_1_0']","[237, 711, 728, 749, 9, 328]",0035_T0,0.061,1_0,9,0.071,,,
p10,405,405,Burkea africana,23.13679477,14.12788384,0.081,0,[],5,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_1_0', 'Tile_1_0']","[237, 711, 749, 9, 328]",,,1_0,9,0.071,,,
p10,411,411,Combretum zeyheri,29.00337173,15.41076137,0.124,1,['0035_T1'],9,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[9, 28, 29, 42, 51, 52, 328, 335, 366]",0035_T1,0.089,1_0,28,0.137,,3,
p10,433,433,Terminalia brachystemma,28.80647326,18.84843951,0.139,3,"['0035_T1', '0035_T2', '0050_T1']",10,"['Tile_0_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[238, 9, 28, 29, 43, 52, 328, 335, 349, 366]",0035_T1,0.089,1_0,29,0.108,,,
p10,434,434,Terminalia brachystemma,28.63715586,19.81370198,0.123,2,"['0035_T1', '0050_T1']",9,"['Tile_0_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[238, 28, 29, 43, 52, 60, 335, 349, 366]",0035_T1,0.089,1_0,29,0.108,,,
p10,410,410,Terminalia brachystemma,29.25051513,16.89579341,0.094,1,['0035_T1'],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[9, 28, 29, 42, 43, 58, 328, 366]",0035_T1,0.089,1_0,29,0.108,,,
p10,409,409,Burkea africana,29.09500392,17.20355348,0.078,1,['0035_T1'],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[9, 29, 328]",0035_T1,0.089,1_0,29,0.108,,3,
p10,429,430,Burkea africana,33.39065327,11.81468564,0.117,1,['0022_T0'],9,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[28, 40, 42, 51, 58, 65, 87, 335, 364]",,,1_0,42,0.122,,,
p10,439,439,Terminalia brachystemma,34.18394661,17.13170413,0.085,1,['0036_T6'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[42, 58, 82, 400]",,,1_0,42,0.122,,,
p10,416,417,Terminalia brachystemma,28.88565153,7.399953553,0.084,0,[],6,"['Tile_0_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[241, 49, 356, 361, 364, 807]",,,1_0,49,0.088,,,
p10,431,431,Terminalia sericea,32.03172439,16.95723484,0.095,2,"['0036_T6', '0035_T1']",8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[28, 29, 42, 43, 58, 328, 366, 400]",0035_T1,0.089,1_0,58,0.088,,,
p10,438,438,Burkea africana,32.45766423,16.55477334,0.082,2,"['0036_T6', '0035_T1']",5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[29, 42, 58, 328, 400]",0036_T6,0.08,1_0,58,0.088,,,
p10,429,429,Burkea africana,33.42520784,11.6176933,0.064,0,[],2,"['Tile_1_0', 'Tile_1_0']","[58, 76]",,,1_0,58,0.088,,,
p10,439,440,Terminalia brachystemma,34.6245956,17.51357907,0.067,1,['0036_T6'],1,['Tile_1_0'],[58],0036_T6,0.08,1_0,58,0.088,,,
p10,437,437,Burkea africana,31.32254659,23.02597168,0.081,1,['0035_T1'],2,"['Tile_1_0', 'Tile_1_0']","[29, 60]",0035_T1,0.089,1_0,60,0.118,,,
p10,426,427,Terminalia brachystemma,33.84155912,8.086524707,0.086,0,[],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[49, 76, 84, 356, 361, 364, 413, 807]",,,1_0,76,0.054,,,
p10,428,428,Strychnos cocculoides,34.84557277,9.887068127,0.079,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 76, 92, 95, 807]",,,1_0,76,0.054,,,
p10,448,449,Burkea africana,37.82120624,10.86589673,0.054,0,[],1,['Tile_1_0'],[76],,,1_0,76,0.054,,,
p10,447,447,Terminalia sericea,38.48985282,7.63280042,0.067,0,[],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[76, 84, 95, 385, 397, 411, 413, 440]",,,1_0,84,0.067,,,
p10,444,444,Burkea africana,37.61193207,3.955824059,0.086,0,[],7,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[76, 84, 97, 99, 413, 424, 807]",,,1_0,84,0.067,,,
p10,448,448,Burkea africana,37.63285254,10.78209408,0.107,1,['0022_T0'],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[51, 58, 76, 92, 95, 99, 100, 444]",0022_T0,0.142,1_0,95,0.096,,,
p10,443,443,Burkea africana,36.96065664,10.56265691,0.067,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 76, 95, 397]",,,1_0,95,0.096,,,
p10,446,446,Burkea africana,40.29038059,6.050081327,0.087,1,['0023_T1'],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[76, 84, 95, 97, 99, 109, 413, 424]",,,1_0,97,0.104,,,
p10,445,445,Burkea africana,39.777167,6.081890305,0.113,1,['0022_T0'],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[84, 95, 97, 99, 109, 424]",0022_T0,0.142,1_0,97,0.104,,,
p10,464,464,Burkea africana,42.12233601,16.44288361,0.202,1,['0050_T0'],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[82, 88, 92, 100, 118, 123, 444, 481]",,,1_0,100,0.133,,,
p10,465,465,Burkea africana,43.19877345,12.62139406,0.227,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[88, 100, 118, 127]",,,1_0,100,0.133,,2,
p10,461,463,Pseudolachnostylis maprouneifolia var. dekindtii,44.43270014,17.74158203,0.059,1,['0037_T1'],2,"['Tile_1_0', 'Tile_1_0']","[111, 503]",0037_T1,0.062,1_0,111,0.053,,,
p10,528,528,Combretum indet,40.65350082,14.97706535,0.054,1,['0036_T6'],2,"['Tile_1_0', 'Tile_1_0']","[111, 115]",,,1_0,111,0.053,,,
p10,466,466,Combretum hereroense,42.87212325,10.4320335,0.086,2,"['0037_T1', '0023_T1']",6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[92, 95, 99, 115, 117, 444]",0023_T1,0.108,1_0,115,0.075,,,
p10,467,467,Burkea africana,45.59030953,12.29974958,0.105,2,"['0037_T1', '0023_T1']",6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[100, 111, 115, 117, 131, 444]",0023_T1,0.108,1_0,115,0.075,,,
p10,525,525,Terminalia brachystemma,46.19854819,11.72621167,0.06,1,['0037_T1'],2,"['Tile_1_0', 'Tile_1_0']","[115, 142]",0037_T1,0.062,1_0,115,0.075,,,
p10,526,526,Terminalia brachystemma,45.45724315,11.90075918,0.052,1,['0037_T1'],1,['Tile_1_0'],[115],0037_T1,0.062,1_0,115,0.075,,,
p10,527,527,Terminalia brachystemma,44.75566022,11.27006005,0.054,1,['0037_T1'],1,['Tile_1_0'],[115],0037_T1,0.062,1_0,115,0.075,,,
p10,468,468,Terminalia brachystemma,48.13038334,9.394921686,0.073,1,['0023_T1'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[109, 115, 117, 142]",0023_T1,0.108,1_0,117,0.098,,,
p10,521,522,Terminalia brachystemma,50.0988293,19.00960423,0.065,1,['0037_T1'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[137, 152, 160, 503]",,,1_0,137,0.093,,,
p10,612,612,Combretum zeyheri,52.07198913,11.23357438,0.074,1,['0037_T1'],9,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[142, 150, 156, 157, 170, 579, 586, 601, 605]",,,1_0,150,0.076,,,
p10,472,472,Terminalia sericea,57.76940514,19.26876889,0.068,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[160, 181, 228, 586, 590, 673]",,,1_0,181,0.081,,,
p10,481,481,Brachystegia spiciformis,60.31274667,9.399776346,0.087,0,[],11,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[185, 192, 203, 208, 222, 579, 601, 605, 608, 625, 631]",,,1_0,208,0.072,,,
p10,483,483,Combretum hereroense,61.21298709,7.740358622,0.108,0,[],10,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[185, 187, 203, 208, 222, 579, 601, 608, 625, 631]",,,1_0,208,0.072,,,
p10,474,474,Brachystegia spiciformis,62.61632504,15.36751685,0.127,0,[],2,"['Tile_1_0', 'Tile_1_0']","[210, 222]",,,1_0,210,0.111,,,
p10,487,487,Burkea africana,63.96241328,14.63913066,0.125,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[203, 210, 222, 249]",,,1_0,222,0.093,,,
p10,518,518,Combretum hereroense,60.12476843,23.20490453,0.061,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[181, 228, 235, 590, 673]",,,1_0,228,0.039,,,
p10,488,488,Burkea africana,64.96141582,22.8349829,0.131,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[235, 249, 258, 263]",,,1_0,235,0.082,,,
p10,516,516,Terminalia brachystemma,63.96409408,12.89316469,0.052,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[203, 208, 239, 247, 254]",,,1_0,239,0.036,,,
p10,515,515,Combretum hereroense,64.12136431,13.7329659,0.054,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[239, 247, 254, 673]",,,1_0,239,0.036,,,
p10,484,484,Burkea africana,67.19020125,10.70768248,0.088,0,[],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[222, 246, 247, 275, 276, 281, 282, 283]",,,1_0,246,0.1,,,
p10,485,485,Burkea africana,66.37114843,11.32546275,0.076,0,[],7,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[222, 246, 247, 254, 275, 276, 768]",,,1_0,246,0.1,,,
p10,485,486,Burkea africana,65.99272895,11.74641251,0.058,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[239, 247, 254, 275]",,,1_0,247,0.056,,,
p10,609,609,Combretum zeyheri,66.94329252,17.90323222,0.094,0,[],8,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[247, 249, 263, 276, 283, 673, 750, 768]",,,1_0,249,0.136,,,
p10,490,490,Burkea africana,68.76814929,21.39096755,0.101,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[235, 249, 258, 263, 286, 750]",,,1_0,263,0.078,,,
p10,511,511,Terminalia brachystemma,70.10365214,12.61980274,0.06,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[239, 247, 254, 275, 282, 768]",,,1_0,275,0.069,,,
p10,510,510,Terminalia brachystemma,72.70948914,13.39162757,0.054,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_2_0']","[254, 275, 282, 768, 12]",,,1_0,282,0.07,,,
