plot_id,census_tree_id,census_stem_id,census_species,census_x_rot_m,census_y_rot_m,census_dbh_m,t2t_matches,t2t_tree_id,rct_matches,rct_tile,rct_tree_id,t2t_tree_id_best,t2t_dbh_best,rct_tile_best,rct_tree_id_best,rct_dbh_best,,cstart,suitability
p02,243,243,Combretum collinum,-2.875364669,37.21124883,0.096,0,[],0,[],[],,,,,,,,
p02,245,245,Philenoptera nelsii,10.11888759,24.00141128,0.105,0,[],0,[],[],,,,,,,,
p02,246,246,Combretum collinum,19.8918826,24.17043398,0.053,0,[],0,[],[],,,,,,,,
p02,247,247,Combretum collinum,18.12732201,22.54368079,0.064,0,[],0,[],[],,,,,,,,
p02,247,248,Combretum collinum,18.2415142,22.56734815,0.073,0,[],0,[],[],,,,,,,,
p02,256,256,Combretum collinum,-60.05405348,78.72661883,0.051,0,[],0,[],[],,,,,,,,
p02,260,260,Combretum collinum,-63.91970653,70.67449324,0.064,0,[],0,[],[],,,,,,,,
p02,270,270,Combretum collinum,-53.7534072,74.25275511,0.062,0,[],0,[],[],,,,,,,,
p02,284,284,Burkea africana,-52.43020097,59.09687423,0.393,1,['0057_T0'],0,[],[],0057_T0,0.387,,,,,,
p02,289,289,Combretum collinum,-43.95541388,62.14941149,0.06,0,[],0,[],[],,,,,,,,
p02,289,290,Combretum collinum,-44.04823549,61.95503004,0.057,0,[],0,[],[],,,,,,,,
p02,354,354,Terminalia brachystemma,-0.868472228,12.75684262,0.066,0,[],0,[],[],,,,,,,,
p02,355,355,Combretum collinum,-6.083191355,12.95459102,0.07,0,[],0,[],[],,,,,,,,
p02,357,357,Combretum collinum,-7.723198118,9.864934434,0.066,0,[],0,[],[],,,,,,,,
p02,363,363,Combretum zeyheri,-42.5098589,77.69524279,0.052,0,[],0,[],[],,,,,,,,
p02,371,371,Combretum zeyheri,-14.47928132,78.71466457,0.055,0,[],0,[],[],,,,,,,,
p02,375,375,Combretum collinum,9.124436142,102.9776018,0.06,0,[],0,[],[],,,,,,,,
p02,377,377,Combretum collinum,37.92154875,93.42836593,0.06,0,[],0,[],[],,,,,,,,
p02,382,382,Combretum collinum,-5.818243253,49.25541611,0.055,0,[],0,[],[],,,,,,,,
p02,385,385,Combretum collinum,-7.492529562,49.15360573,0.059,0,[],0,[],[],,,,,,,,
p02,387,387,Combretum collinum,-18.39384591,38.11077086,0.061,0,[],0,[],[],,,,,,,,
p02,389,389,Combretum zeyheri,-26.89208104,43.5373167,0.056,1,['0045_T0'],0,[],[],0045_T0,0.07,,,,,,
p02,397,397,Combretum zeyheri,-4.035376329,40.53499264,0.054,0,[],0,[],[],,,,,,,,
p02,399,399,Terminalia sericea,-0.755404705,34.17403468,0.065,0,[],0,[],[],,,,,,,,
p02,400,400,Combretum zeyheri,8.408680167,36.77394785,0.056,0,[],0,[],[],,,,,,,,
p02,409,409,Combretum collinum,16.15630965,98.21217892,0.06,0,[],0,[],[],,,,,,,,
p02,410,410,Julbernardia paniculata,40.9588933,86.84372941,0.066,0,[],0,[],[],,,,,,,,
p02,411,411,Combretum collinum,45.39140688,84.98638633,0.055,0,[],0,[],[],,,,,,,,
p02,421,421,Terminalia brachystemma,19.88582809,83.23451581,0.058,0,[],0,[],[],,,,,,,,
p02,425,425,Terminalia brachystemma,-4.231555834,60.9598308,0.055,0,[],0,[],[],,,,,,,,
p02,429,429,Combretum collinum,8.476098775,37.91058972,0.059,0,[],0,[],[],,,,,,,,
p02,433,433,Terminalia brachystemma,11.3402052,15.7425746,0.05,0,[],0,[],[],,,,,,,,
p02,434,434,Combretum collinum,4.674212851,21.67497259,0.055,0,[],0,[],[],,,,,,,,
p02,435,435,Terminalia brachystemma,15.2813338,16.24765417,0.05,0,[],0,[],[],,,,,,,,
p02,441,441,Terminalia brachystemma,24.31852146,54.03908759,0.055,0,[],0,[],[],,,,,,,,
p02,449,449,Combretum collinum,-28.03939516,42.8196327,0.059,1,['0045_T0'],0,[],[],0045_T0,0.07,,,,,,
p02,450,450,Combretum apiculatum,-24.32905204,50.18453284,0.052,1,['0060_T1'],0,[],[],,,,,,,,
p02,450,451,Combretum apiculatum,-24.32905204,50.18453284,0.053,1,['0060_T1'],0,[],[],,,,,,,,
p02,452,452,Combretum apiculatum,-25.49482941,31.94518627,0.05,0,[],0,[],[],,,,,,,,
p02,345,345,Combretum collinum,2.451735121,19.92528898,0.07,0,[],1,['Tile_0_0'],[56],,,,,,,,
p02,404,404,Combretum collinum,1.935949302,17.68163905,0.055,0,[],1,['Tile_0_0'],[89],,,,,,,,
p02,150,150,Terminalia brachystemma,15.25589211,58.11564855,0.07,0,[],1,['Tile_0_1'],[185],,,,,,,,
p02,151,151,Terminalia brachystemma,16.58600453,57.41052378,0.075,0,[],1,['Tile_0_1'],[588],,,,,,,,
p02,342,342,Julbernardia paniculata,-5.370711474,29.44313166,0.127,0,[],1,['Tile_0_1'],[71],,,,,,,,
p02,426,426,Terminalia brachystemma,-1.71315263,48.04829931,0.058,0,[],1,['Tile_0_1'],[129],,,,,,,,
p02,428,428,Combretum collinum,4.079305573,47.96153542,0.053,0,[],1,['Tile_0_1'],[129],,,,,,,,
p02,440,440,Terminalia brachystemma,20.51726189,34.33576234,0.05,1,['0036_T0'],1,['Tile_0_1'],[542],0036_T0,0.059,,,,,,
p02,444,444,Terminalia brachystemma,16.30033081,47.24554515,0.053,0,[],1,['Tile_0_1'],[498],,,,,,,,
p02,447,447,Combretum collinum,14.68380886,56.22813146,0.054,0,[],1,['Tile_0_1'],[185],,,,,,,,
p02,21,21,Combretum zeyheri,1.427104527,111.9171312,0.076,0,[],1,['Tile_0_2'],[268],,,,,,,,
p02,86,86,Ochna pulchra subsp. pulchra,-17.38037111,115.646603,0.076,0,[],1,['Tile_0_2'],[608],,,,,,,,
p02,88,88,Combretum collinum,-1.86987647,111.0674158,0.067,0,[],1,['Tile_0_2'],[268],,,,,,,,
p02,92,92,Combretum collinum,3.382274945,96.81341612,0.079,0,[],1,['Tile_0_2'],[307],,,,,,,,
p02,97,97,Diplorhynchus condylocarpon,13.194083,90.4488798,0.074,0,[],1,['Tile_0_2'],[1208],,,,,,,,
p02,104,105,Strychnos spinosa,16.14676206,76.03355162,0.058,0,[],1,['Tile_0_2'],[1178],,,,,,,,
p02,416,416,Terminalia sericea,39.96159564,49.06528321,0.052,0,[],2,"['Tile_1_1', 'Tile_1_1']","[89, 487]",,,,,,,,
p02,74,74,Philenoptera nelsii,52.42395891,73.27141676,0.143,1,['0103_T2'],1,['Tile_1_1'],[204],,,,,,,,
p02,166,166,Combretum collinum,30.38737451,31.67007727,0.063,0,[],1,['Tile_1_1'],[5],,,,,,,,
p02,291,291,Combretum collinum,-45.65569042,63.84619069,0.057,0,[],1,['Tile_-1_1'],[76],,,,,,,,
p02,323,324,Combretum collinum,-28.99981847,43.56635023,0.077,2,"['0045_T1', '0045_T0']",1,['Tile_-1_1'],[125],0045_T0,0.07,,,,,,
p02,45,45,Combretum collinum,29.18539236,98.92119502,0.065,0,[],1,['Tile_1_2'],[9],,,,,,,,
p02,70,70,Combretum collinum,50.01573364,78.09664744,0.084,0,[],1,['Tile_1_2'],[136],,,,,,,,
p09,1,1,Baikiaea plurijuga,10.23148395,4.674938629,0.225,0,[],1,['Tile_0_0'],[43],,,0_0,43,0.249,,,
p09,2,2,Baikiaea plurijuga,11.59401905,-0.358111948,0.253,0,[],4,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[43, 44, 47, 91]",,,0_0,44,0.219,,6,good
p09,6,6,Baikiaea plurijuga,17.7266895,-0.841798975,0.285,3,"['0072_T0', '0055_T1', '0073_T0']",5,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[44, 47, 49, 50, 91]",0072_T0,0.292,0_0,47,0.323,,,
p09,4,4,Baikiaea plurijuga,13.90739395,1.264354261,0.478,3,"['0072_T0', '0055_T1', '0055_T0']",3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[43, 47, 49]",0055_T0,0.455,0_0,47,0.323,,6,good
p09,8,8,Baikiaea plurijuga,19.22475098,2.004498937,0.242,2,"['0072_T0', '0073_T0']",7,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[47, 49, 50, 53, 91, 94, 104]",0073_T0,0.2,0_0,49,0.275,,,
p09,5,5,Baikiaea plurijuga,17.74912368,6.092398651,0.295,1,['0072_T0'],1,['Tile_0_0'],[49],0072_T0,0.292,0_0,49,0.275,,4,good
p09,9,9,Baikiaea plurijuga,22.97034475,0.608745622,0.481,2,"['0056_T0', '0073_T1']",4,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[50, 58, 59, 104]",0056_T0,0.473,0_0,58,0.335,,7,good
p09,9,11,Baikiaea plurijuga,23.05230462,1.514771327,0.495,2,"['0056_T0', '0073_T1']",3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[58, 59, 104]",0073_T1,0.494,0_0,59,0.45,,5,good
p09,2,3,Baikiaea plurijuga,11.41698425,-0.7412029,0.151,0,[],3,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[44, 89, 91]",,,0_0,89,0.12,,,
p09,6,7,Baikiaea plurijuga,17.9027085,-1.26300832,0.176,1,['0073_T0'],6,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[44, 50, 53, 89, 91, 94]",0073_T0,0.2,0_0,94,0.131,,,
p09,9,10,Baikiaea plurijuga,22.7783401,1.170469945,0.268,1,['0073_T0'],5,"['Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0', 'Tile_0_0']","[50, 53, 58, 103, 104]",0073_T0,0.2,0_0,104,0.251,,,
p09,18,18,Baphia massaiensis subsp. obovata,30.09285057,22.89005642,0.062,0,[],1,['Tile_1_0'],[7],,,1_0,7,0.055,,,
p09,16,16,Baikiaea plurijuga,28.80410365,16.45229816,0.537,0,[],2,"['Tile_1_0', 'Tile_1_0']","[12, 160]",,,1_0,12,0.389,,,
p09,802,802,Baikiaea plurijuga,30.81533867,8.219374399,0.187,0,[],1,['Tile_1_0'],[14],,,1_0,14,0.171,,,
p09,119,124,Baikiaea plurijuga,31.88089933,-13.40797358,0.174,1,['0042_T2'],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[16, 166, 167]",,,1_0,16,0.206,,4,good
p09,106,106,Baikiaea plurijuga,35.58357402,6.342160602,0.219,2,"['0074_T2', '0074_T0']",4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[14, 24, 25, 173]",0074_T2,0.204,1_0,24,0.152,,4.1,good
p09,104,104,Baikiaea plurijuga,36.86975881,7.797952036,0.209,2,"['0074_T2', '0074_T0']",4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[14, 24, 25, 173]",0074_T2,0.204,1_0,25,0.129,,3.9,good
p09,108,108,Baikiaea plurijuga,40.02026033,-0.127446386,0.189,2,"['0058_T2', '0074_T0']",6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[24, 31, 36, 42, 45, 174]",0058_T2,0.163,1_0,31,0.168,,4,good
p09,110,110,Baikiaea plurijuga,43.43872197,-0.649480885,0.366,2,"['0058_T1', '0058_T0']",3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[36, 50, 191]",0058_T1,0.387,1_0,36,0.202,,,
p09,126,126,Baikiaea plurijuga,41.50613008,-18.25538866,0.261,0,[],2,"['Tile_1_0', 'Tile_1_0']","[38, 43]",,,1_0,38,0.26,,,
p09,126,127,Baikiaea plurijuga,41.8474815,-19.19153993,0.244,0,[],2,"['Tile_1_0', 'Tile_1_0']","[38, 43]",,,1_0,43,0.211,,3.5,good
p09,111,112,Baikiaea plurijuga,45.90100154,-2.212580152,0.092,1,['0058_T3'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[45, 48, 49, 189]",0058_T3,0.073,1_0,45,0.123,,,
p09,99,99,Baphia massaiensis subsp. obovata,44.27722215,15.50113884,0.071,0,[],2,"['Tile_1_0', 'Tile_1_0']","[52, 56]",,,1_0,52,0.062,,,
p09,90,91,Baikiaea plurijuga,48.3545418,19.82223413,0.371,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 62, 211]",,,1_0,58,0.234,,,
p09,97,97,Baikiaea plurijuga,48.34531313,23.34394036,0.23,0,[],1,['Tile_1_0'],[58],,,1_0,58,0.234,,3.9,good
p09,111,111,Baikiaea plurijuga,46.54400552,-2.04691214,0.171,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[36, 42, 45, 49, 50, 61]",,,1_0,61,0.162,,,
p09,90,92,Baikiaea plurijuga,48.61411018,19.10451256,0.283,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 62, 211]",,,1_0,62,0.357,,3,good
p09,93,93,Baphia massaiensis subsp. obovata,53.23520722,20.33478171,0.079,1,['0111_T0'],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[63, 67, 90, 228]",,,1_0,67,0.093,,,
p09,130,134,Baphia massaiensis subsp. obovata,53.77398992,-8.860591433,0.072,0,[],2,"['Tile_1_0', 'Tile_1_0']","[68, 72]",,,1_0,68,0.083,,,
p09,117,117,Baphia massaiensis subsp. obovata,52.38138353,2.880066446,0.064,0,[],1,['Tile_1_0'],[69],,,1_0,69,0.078,,,
p09,130,131,Baphia massaiensis subsp. obovata,52.64196569,-8.355991446,0.066,0,[],2,"['Tile_1_0', 'Tile_1_0']","[68, 72]",,,1_0,72,0.038,,,
p09,95,95,Baikiaea plurijuga,53.17245726,22.82559733,0.326,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 62, 76, 78, 233]",,,1_0,78,0.291,,4.6,good
p09,130,135,Baphia massaiensis subsp. obovata,53.82464062,-9.118146294,0.124,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[68, 79, 215]",,,1_0,79,0.144,,,
p09,88,88,Baphia massaiensis subsp. obovata,56.93849476,10.05259997,0.064,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[80, 225, 227]",,,1_0,80,0.056,,,
p09,93,94,Baphia massaiensis subsp. obovata,53.90126228,20.04760467,0.074,1,['0111_T0'],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[63, 67, 90, 228, 264]",,,1_0,90,0.065,,,
p09,82,82,Baikiaea plurijuga,59.98920004,23.52281887,0.237,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_1']","[106, 233, 267, 63]",,,1_0,106,0.185,,,
p09,138,139,Baikiaea plurijuga,59.48692499,-14.85052239,0.34,1,['0045_T0'],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[107, 234, 269]",0045_T0,0.3,1_0,107,0.284,,,
p09,85,85,Baphia massaiensis subsp. obovata,58.6546594,14.29722939,0.076,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[80, 90, 109, 227, 228, 264]",,,1_0,109,0.1,,,
p09,137,137,Philenoptera nelsii,60.45428096,-4.962154352,0.199,0,[],1,['Tile_1_0'],[113],,,1_0,113,0.144,,,
p09,143,144,Baikiaea plurijuga,63.69946257,1.043442728,0.272,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 277, 279, 280]",,,1_0,116,0.175,,,
p09,87,87,Baikiaea plurijuga,62.62939455,5.319814372,0.248,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[98, 108, 117, 277, 279, 280]",,,1_0,117,0.202,,,
p09,145,145,Baikiaea plurijuga,65.55698116,4.983902687,0.209,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 136, 277, 279, 280]",,,1_0,117,0.202,,4.3,good
p09,140,140,Baikiaea plurijuga,65.65532153,-8.704516841,0.297,0,[],1,['Tile_1_0'],[126],,,1_0,126,0.187,,,
p09,881,881,Baikiaea plurijuga,68.57439088,21.62437259,0.381,0,[],1,['Tile_1_0'],[134],,,1_0,134,0.2,,5.1,good
p09,141,142,Baikiaea plurijuga,68.91569505,3.423152536,0.325,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[136, 309, 310]",,,1_0,136,0.268,,,
p09,16,17,Baikiaea plurijuga,29.7754324,17.67300306,0.476,0,[],2,"['Tile_1_0', 'Tile_1_0']","[12, 160]",,,1_0,160,0.275,,,
p09,119,121,Baikiaea plurijuga,32.57539297,-13.82001554,0.259,3,"['0042_T2', '0042_T1', '0042_T0']",3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[16, 166, 167]",0042_T0,0.374,1_0,166,0.257,,4.5,good
p09,119,120,Baikiaea plurijuga,32.31052551,-12.86804641,0.252,3,"['0042_T2', '0042_T1', '0042_T0']",3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[16, 166, 167]",0042_T1,0.263,1_0,167,0.221,,3,good
p09,104,105,Baikiaea plurijuga,37.09121785,7.915663095,0.132,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[14, 24, 25, 35, 173]",,,1_0,173,0.141,,,
p09,108,109,Baikiaea plurijuga,40.14478966,0.029054242,0.173,2,"['0058_T2', '0074_T0']",6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[24, 31, 36, 42, 45, 174]",0074_T0,0.208,1_0,174,0.143,,2,good
p09,98,98,Baphia massaiensis subsp. obovata,46.22579766,21.64389502,0.086,1,['0111_T0'],2,"['Tile_1_0', 'Tile_1_0']","[56, 204]",0111_T0,0.085,1_0,204,0.102,,,
p09,90,90,Baikiaea plurijuga,48.91827965,19.2458665,0.236,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[58, 76, 211]",,,1_0,211,0.254,,,
p09,136,136,Baphia massaiensis subsp. obovata,52.51072461,-5.951251173,0.106,1,['0058_T3'],2,"['Tile_1_0', 'Tile_1_0']","[68, 215]",,,1_0,215,0.135,,2.3,good
p09,117,118,Baphia massaiensis subsp. obovata,53.47604896,2.32851627,0.077,0,[],2,"['Tile_1_0', 'Tile_1_0']","[69, 219]",,,1_0,219,0.103,,,
p09,95,96,Baikiaea plurijuga,54.36842409,21.75893743,0.173,0,[],10,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[58, 67, 77, 106, 211, 233, 267, 174, 176, 232]",,,1_0,233,0.17,,4.1,good
p09,82,83,Baikiaea plurijuga,59.87173615,23.05398817,0.304,0,[],4,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[78, 106, 233, 267]",,,1_0,267,0.252,,3.8,good
p09,138,138,Baikiaea plurijuga,58.93917279,-14.41466975,0.226,1,['0045_T0'],7,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[79, 86, 92, 96, 107, 234, 269]",,,1_0,269,0.211,,,
p09,143,143,Baikiaea plurijuga,64.23931037,1.240075277,0.254,0,[],5,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 277, 279, 280]",,,1_0,277,0.229,,2.2,good
p09,145,146,Baikiaea plurijuga,65.74377515,5.21865363,0.172,0,[],6,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[116, 117, 277, 279, 280, 310]",,,1_0,280,0.161,,,
p09,141,141,Baikiaea plurijuga,69.19756397,3.134968725,0.209,0,[],3,"['Tile_1_0', 'Tile_1_0', 'Tile_1_0']","[136, 309, 310]",,,1_0,310,0.164,,,
p09,20,20,Baikiaea plurijuga,28.1600427,32.18517093,0.352,2,"['0109_T0', '0127_T0']",5,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[1, 7, 11, 12, 114]",0109_T0,0.281,1_1,7,0.305,,4,good
p09,21,21,Baikiaea plurijuga,29.2471574,34.51501677,0.384,2,"['0109_T0', '0127_T0']",5,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[1, 7, 11, 12, 114]",0127_T0,0.402,1_1,12,0.286,,5.1,
p09,22,22,Baikiaea plurijuga,36.76095596,39.78216317,0.252,1,['0143_T0'],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[24, 32, 139]",0143_T0,0.267,1_1,24,0.209,,,
p09,23,23,Baikiaea plurijuga,34.62885595,42.88444451,0.288,1,['0143_T0'],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[24, 32, 139]",,,1_1,24,0.209,,,
p09,26,26,Baikiaea plurijuga,40.53216295,42.91553162,0.411,2,"['0144_T0', '0143_T0']",1,['Tile_1_1'],[24],0144_T0,0.433,1_1,24,0.209,,,
p09,23,24,Baikiaea plurijuga,35.20690151,42.80787214,0.271,1,['0143_T0'],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[24, 32, 139]",0143_T0,0.267,1_1,32,0.157,,4.1,
p09,27,27,Baikiaea plurijuga,48.73917206,33.95701603,0.372,1,['0128_T0'],1,['Tile_1_1'],[47],0128_T0,0.338,1_1,47,0.265,,3.8,good
p09,34,34,Baikiaea plurijuga,52.39106443,58.78268183,0.261,0,[],1,['Tile_1_1'],[57],,,1_1,57,0.166,,5.9,good
p09,30,30,Julbernardia paniculata,52.58412606,42.32241672,0.298,3,"['0129_T1', '0145_T1', '0145_T0']",2,"['Tile_1_1', 'Tile_1_1']","[58, 66]",0145_T1,0.296,1_1,58,0.259,,4.4,good
p09,35,35,Julbernardia paniculata,53.23556901,67.87423901,0.29,1,['0172_T0'],2,"['Tile_1_1', 'Tile_1_1']","[62, 65]",0172_T0,0.365,1_1,62,0.27,,4,
p09,28,28,Julbernardia paniculata,55.5031009,38.12116859,0.223,4,"['0129_T0', '0129_T1', '0145_T1', '0145_T0']",2,"['Tile_1_1', 'Tile_1_1']","[58, 66]",0129_T1,0.2,1_1,66,0.212,,,
p09,31,31,Julbernardia paniculata,55.07586002,41.43875284,0.234,3,"['0129_T1', '0145_T1', '0145_T0']",2,"['Tile_1_1', 'Tile_1_1']","[58, 66]",0145_T0,0.214,1_1,66,0.212,,4.3,good
p09,33,33,Baikiaea plurijuga,56.67480092,54.65841199,0.394,1,['0159_T0'],1,['Tile_1_1'],[69],0159_T0,0.388,1_1,69,0.366,,3,good
p09,42,42,Julbernardia paniculata,60.04060941,67.67342767,0.317,0,[],2,"['Tile_1_1', 'Tile_1_1']","[65, 77]",,,1_1,77,0.292,,2.2,good
p09,36,37,Baphia massaiensis subsp. obovata,65.72819652,58.84105806,0.069,1,['0173_T1'],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[76, 79, 82]",0173_T1,0.072,1_1,79,0.064,,,
p09,66,66,Baikiaea plurijuga,61.86981697,44.27550256,0.264,2,"['0146_T1', '0146_T0']",1,['Tile_1_1'],[80],0146_T1,0.309,1_1,80,0.268,,4,
p09,36,36,Baphia massaiensis subsp. obovata,65.81620602,58.63045339,0.079,1,['0173_T1'],2,"['Tile_1_1', 'Tile_1_1']","[79, 82]",,,1_1,82,0.048,,,
p09,65,65,Baikiaea plurijuga,66.24251748,43.74815993,0.254,2,"['0146_T3', '0146_T1']",3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[80, 87, 90]",0146_T3,0.15,1_1,87,0.221,,,
p09,61,61,Baikiaea plurijuga,68.17493051,48.90697568,0.328,1,['0160_T0'],2,"['Tile_1_1', 'Tile_1_1']","[80, 90]",0160_T0,0.315,1_1,90,0.194,,,
p09,62,63,Baikiaea plurijuga,70.51908405,48.31965623,0.221,1,['0160_T0'],2,"['Tile_1_1', 'Tile_1_1']","[90, 91]",,,1_1,90,0.194,,,
p09,62,62,Baikiaea plurijuga,70.2060828,48.56871488,0.258,1,['0160_T0'],2,"['Tile_1_1', 'Tile_1_1']","[90, 91]",0160_T0,0.315,1_1,91,0.139,,4,good
p09,38,39,Baikiaea plurijuga,66.45956367,61.04503222,0.295,0,[],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[85, 93, 208]",,,1_1,93,0.221,,5.3,good
p09,59,59,Baikiaea plurijuga,69.49229285,56.34432443,0.166,2,"['0161_T2', '0161_T3']",4,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[93, 97, 208, 210]",0161_T2,0.147,1_1,97,0.139,,,
p09,40,40,Julbernardia paniculata,72.35430413,63.15321505,0.257,0,[],5,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_2_1']","[93, 96, 101, 208, 4]",,,1_1,101,0.212,,4.2,
p09,23,25,Baikiaea plurijuga,35.1429589,43.36993205,0.132,0,[],3,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[8, 32, 139]",,,1_1,139,0.187,,,
p09,80,80,Baphia massaiensis subsp. obovata,54.57005631,25.86684985,0.084,0,[],4,"['Tile_1_0', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[67, 71, 176, 232]",,,1_1,176,0.098,,,
p09,73,76,Baphia massaiensis subsp. obovata,71.23344569,27.21457183,0.108,1,['0113_T0'],2,"['Tile_1_1', 'Tile_1_1']","[199, 202]",0113_T0,0.054,1_1,202,0.066,,,
p09,38,38,Baikiaea plurijuga,66.56709153,60.53774753,0.238,1,['0161_T2'],4,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[85, 93, 97, 208]",,,1_1,208,0.172,,3.8,good
p09,59,60,Baikiaea plurijuga,70.87606948,56.31671578,0.161,3,"['0161_T2', '0161_T3', '0161_T0']",4,"['Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[93, 97, 208, 210]",0161_T3,0.141,1_1,210,0.115,,,
p09,80,81,Baphia massaiensis subsp. obovata,54.78798263,26.14072595,0.096,0,[],6,"['Tile_1_0', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1', 'Tile_1_1']","[67, 63, 71, 174, 176, 232]",,,1_1,232,0.1,,,
p09,223,223,Baikiaea plurijuga,51.29501329,-34.30007207,0.342,1,['0020_T0'],1,['Tile_1_-1'],[22],0020_T0,0.318,1_-1,22,0.323,,3.9,good
p09,224,270,Baphia massaiensis subsp. obovata,55.9503785,-30.05554915,0.054,0,[],2,"['Tile_1_-1', 'Tile_1_-1']","[33, 93]",,,1_-1,33,0.037,,,
p09,222,222,Baikiaea plurijuga,63.98569507,-45.01160771,0.253,1,['0012_T0'],1,['Tile_1_-1'],[44],0012_T0,0.246,1_-1,44,0.212,,,
