country,date,plot_id,tile_coords,tree_id,theta,total_vv,total_hh,gnd_crown_gnd_vv,gnd_crown_gnd_hh,crown_ground_vv,crown_ground_hh,ground_crown_vv,ground_crown_hh,direct_crown_vv,direct_crown_hh,trunk_ground_vv,trunk_ground_hh,ground_trunk_vv,ground_trunk_hh,direct_ground_vv,direct_ground_hh,total_vh,total_hv,gnd_crown_gnd_vh,gnd_crown_gnd_hv,crown_ground_vh,crown_ground_hv,ground_crown_vh,ground_crown_hv,direct_crown_vh,direct_crown_hv,trunk_ground_vh,trunk_ground_hv,ground_trunk_vh,ground_trunk_hv,direct_ground_vh,direct_ground_hv,height,total_tree_vol_m3,total_tree_sa_m2,trunk_vol_m3,trunk_sa_m2,trunk_diameter,trunk_length,crown_vol_m3,crown_sa_m2,crown_radius,crown_thickness,cstart,leaf_density,census_species,wood_density,angle,rms_height,correlation_length,percent_sand,percent_clay,trunk_moisture,trunk_dry_density,branch_1_moisture,branch_1_dry_density,branch_1_length,branch_1_diameter,branch_1_density,branch_1_pdf,branch_2_moisture,branch_2_dry_density,branch_2_length,branch_2_diameter,branch_2_density,branch_2_pdf,branch_3_moisture,branch_3_dry_density,branch_3_length,branch_3_diameter,branch_3_density,branch_3_pdf,branch_4_moisture,branch_4_dry_density,branch_4_length,branch_4_diameter,branch_4_density,branch_4_pdf,branch_5_moisture,branch_5_dry_density,branch_5_length,branch_5_diameter,branch_5_density,branch_5_pdf,tree_sa_to_volume_ratio,trunk_to_tree_volume_ratio,canopy_to_tree_volume_ratio,order_0_to_tree_volume_ratio,order_0_sa_to_volume_ratio,order_1_to_tree_volume_ratio,order_1_sa_to_volume_ratio,order_2_to_tree_volume_ratio,order_2_sa_to_volume_ratio,order_3_to_tree_volume_ratio,order_3_sa_to_volume_ratio,order_4_to_tree_volume_ratio,order_4_sa_to_volume_ratio,order_5_to_tree_volume_ratio,order_5_sa_to_volume_ratio,frequency,canopy_density,soil_moisture,run
Angola,2024-02-26,P09,Tile_1_0,12,30.0,6.4,6.4,-102.86,-100.04,-56.18,-50.04,-56.18,-50.04,6.4,6.4,-61.57,-54.95,-61.57,-54.95,-49.67,-48.24,-3.18,-3.18,-111.03,-111.03,-59.74,-61.15,-61.15,-59.73,-3.18,-3.18,-100.8,-99.41,-99.41,-100.8,-190.47,-191.85,13.041,2.169,77.666,1.218,18.855,38.92,26.571,0.951,58.811,14.923,12.047,0.0,431.68,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,13.869,14.261,0.0059,18,0.5,0.76,8.499,8.57,0.0196,18,0.5,0.76,3.146,3.015,0.037,18,0.5,0.76,1.649,1.477,0.0294,18,0.5,0.76,1.01,0.852,0.0135,18,35.807,0.562,0.438,0.562,15.482,0.263,39.18,0.136,69.002,0.033,163.91,0.005,314.544,0.0,562.67,5.4,0.0119,0.25,87
Angola,2024-02-26,P09,Tile_1_0,12,30.0,6.4,6.4,-98.48,-96.73,-53.99,-48.39,-53.99,-48.39,6.4,6.4,-59.38,-53.3,-59.38,-53.3,-47.48,-46.59,-3.18,-3.18,-107.19,-107.19,-58.08,-58.96,-58.96,-58.08,-3.18,-3.18,-98.61,-97.76,-97.76,-98.61,-188.82,-189.66,13.041,2.169,77.666,1.218,18.855,38.92,26.571,0.951,58.811,14.923,12.047,0.0,431.68,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,13.869,14.261,0.0059,18,0.5,0.76,8.499,8.57,0.0196,18,0.5,0.76,3.146,3.015,0.037,18,0.5,0.76,1.649,1.477,0.0294,18,0.5,0.76,1.01,0.852,0.0135,18,35.807,0.562,0.438,0.562,15.482,0.263,39.18,0.136,69.002,0.033,163.91,0.005,314.544,0.0,562.67,5.4,0.0119,0.5,88
Angola,2024-02-26,P09,Tile_1_0,12,30.0,6.4,6.4,-96.58,-95.29,-53.03,-47.67,-53.03,-47.67,6.4,6.4,-58.42,-52.58,-58.42,-52.58,-46.52,-45.87,-3.18,-3.18,-105.52,-105.52,-57.36,-58.0,-58.0,-57.36,-3.18,-3.18,-97.66,-97.04,-97.04,-97.66,-188.1,-188.7,13.041,2.169,77.666,1.218,18.855,38.92,26.571,0.951,58.811,14.923,12.047,0.0,431.68,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,13.869,14.261,0.0059,18,0.5,0.76,8.499,8.57,0.0196,18,0.5,0.76,3.146,3.015,0.037,18,0.5,0.76,1.649,1.477,0.0294,18,0.5,0.76,1.01,0.852,0.0135,18,35.807,0.562,0.438,0.562,15.482,0.263,39.18,0.136,69.002,0.033,163.91,0.005,314.544,0.0,562.67,5.4,0.0119,0.75,89
Angola,2024-02-26,P09,Tile_1_0,14,30.0,-14.03,-12.35,-39.49,-35.88,-39.01,-22.98,-39.01,-22.98,-14.48,-13.77,-29.48,-26.85,-29.48,-26.85,-28.85,-27.61,-18.14,-18.14,-41.99,-41.99,-34.58,-36.03,-36.03,-34.58,-18.43,-18.43,-38.7,-37.2,-37.2,-38.7,-169.76,-171.11,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,0.43,0.0119,0.25,90
Angola,2024-02-26,P09,Tile_1_0,14,30.0,-13.73,-11.8,-35.02,-32.51,-36.77,-21.3,-36.77,-21.3,-14.48,-13.77,-27.25,-25.16,-27.25,-25.16,-26.61,-25.92,-17.97,-17.97,-38.07,-38.07,-32.89,-33.79,-33.79,-32.89,-18.43,-18.43,-36.47,-35.51,-35.51,-36.47,-168.07,-168.88,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,0.43,0.0119,0.5,91
Angola,2024-02-26,P09,Tile_1_0,14,30.0,-13.56,-11.52,-33.12,-31.08,-35.83,-20.58,-35.83,-20.58,-14.48,-13.77,-26.3,-24.44,-26.3,-24.44,-25.67,-25.2,-17.87,-17.87,-36.4,-36.4,-32.18,-32.85,-32.85,-32.18,-18.43,-18.43,-35.52,-34.8,-34.8,-35.52,-167.35,-167.93,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,0.43,0.0119,0.75,92
Angola,2024-02-26,P09,Tile_1_0,14,30.0,-9.93,-10.3,-43.53,-41.48,-35.39,-27.14,-35.39,-27.14,-10.01,-10.63,-34.16,-29.5,-34.16,-29.5,-32.51,-31.32,-18.86,-18.86,-51.15,-51.15,-37.62,-38.95,-38.95,-37.62,-18.97,-18.97,-58.53,-57.11,-57.11,-58.53,-173.45,-174.8,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,1.2,0.0119,0.25,93
Angola,2024-02-26,P09,Tile_1_0,14,30.0,-9.87,-10.14,-39.06,-38.11,-33.16,-25.45,-33.16,-25.45,-10.01,-10.63,-31.92,-27.81,-31.92,-27.81,-30.28,-29.63,-18.8,-18.8,-47.23,-47.23,-35.93,-36.72,-36.72,-35.93,-18.97,-18.97,-56.29,-55.42,-55.42,-56.29,-171.76,-172.57,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,1.2,0.0119,0.5,94
Angola,2024-02-26,P09,Tile_1_0,14,30.0,-9.83,-10.06,-37.17,-36.68,-32.21,-24.74,-32.21,-24.74,-10.01,-10.63,-30.97,-27.1,-30.97,-27.1,-29.33,-28.92,-18.77,-18.77,-45.57,-45.57,-35.22,-35.77,-35.77,-35.22,-18.97,-18.97,-55.35,-54.71,-54.71,-55.35,-171.04,-171.62,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,1.2,0.0119,0.75,95
Angola,2024-02-26,P09,Tile_1_0,14,30.0,7.5,7.49,-152.56,-149.85,-101.46,-95.38,-101.46,-95.38,7.5,7.49,-119.59,-113.15,-119.59,-113.15,-101.43,-100.11,-2.03,-2.03,-160.73,-160.73,-104.89,-106.25,-106.25,-104.89,-2.03,-2.03,-153.94,-152.55,-152.55,-153.94,-242.29,-243.66,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,5.4,0.0119,0.25,96
Angola,2024-02-26,P09,Tile_1_0,14,30.0,7.5,7.49,-148.19,-146.54,-99.27,-93.72,-99.27,-93.72,7.5,7.49,-117.41,-111.5,-117.41,-111.5,-99.24,-98.45,-2.03,-2.03,-156.89,-156.89,-103.23,-104.06,-104.06,-103.23,-2.03,-2.03,-151.75,-150.89,-150.89,-151.75,-240.63,-241.47,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,5.4,0.0119,0.5,97
Angola,2024-02-26,P09,Tile_1_0,14,30.0,7.5,7.49,-146.28,-145.11,-98.32,-93.01,-98.32,-93.01,7.5,7.49,-116.45,-110.78,-116.45,-110.78,-98.28,-97.74,-2.03,-2.03,-155.21,-155.21,-102.52,-103.1,-103.1,-102.52,-2.03,-2.03,-150.79,-150.18,-150.18,-150.79,-239.91,-240.52,9.821,0.218,17.079,0.138,4.892,17.12,19.509,0.081,12.187,8.267,8.591,1.039,2834.765,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.436,5.299,0.0278,5,0.5,0.76,2.657,1.633,0.1042,14,0.5,0.76,1.478,0.897,0.1209,14,0.5,0.76,0.715,0.696,0.062,14,0.5,0.76,0.461,0.335,0.0095,18,78.187,0.631,0.369,0.631,35.475,0.296,97.978,0.058,312.751,0.013,555.945,0.002,738.881,0.0,1406.397,5.4,0.0119,0.75,98
Angola,2024-02-26,P09,Tile_1_0,16,30.0,-14.72,-14.29,-40.09,-39.52,-24.34,-20.26,-24.34,-20.26,-16.31,-19.99,-32.24,-25.86,-32.24,-25.86,-27.79,-25.09,-20.03,-20.03,-44.02,-44.02,-26.47,-28.6,-28.6,-26.47,-22.37,-22.37,-37.28,-35.82,-35.82,-37.28,-167.97,-169.32,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,0.43,0.0119,0.25,99
Angola,2024-02-26,P09,Tile_1_0,16,30.0,-13.9,-12.98,-35.62,-36.14,-22.1,-18.57,-22.1,-18.57,-16.31,-19.99,-30.01,-24.17,-30.01,-24.17,-25.55,-23.4,-19.12,-19.12,-40.1,-40.1,-24.78,-26.36,-26.36,-24.78,-22.37,-22.37,-35.04,-34.13,-34.13,-35.04,-166.28,-167.09,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,0.43,0.0119,0.5,100
Angola,2024-02-26,P09,Tile_1_0,16,30.0,-13.46,-12.4,-33.73,-34.71,-21.15,-17.85,-21.15,-17.85,-16.31,-19.99,-29.06,-23.46,-29.06,-23.46,-24.61,-22.69,-18.67,-18.67,-38.44,-38.44,-24.06,-25.41,-25.41,-24.06,-22.37,-22.37,-34.1,-33.42,-33.42,-34.1,-165.56,-166.14,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,0.43,0.0119,0.75,101
Angola,2024-02-26,P09,Tile_1_0,16,30.0,-11.84,-11.26,-41.93,-38.76,-30.84,-23.0,-30.84,-23.0,-12.1,-12.25,-33.61,-28.11,-33.61,-28.11,-28.96,-27.08,-19.85,-19.85,-48.53,-48.53,-31.74,-33.4,-33.4,-31.74,-20.36,-20.36,-57.56,-56.16,-56.16,-57.56,-169.55,-170.9,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,1.2,0.0119,0.25,102
Angola,2024-02-26,P09,Tile_1_0,16,30.0,-11.67,-10.86,-37.46,-35.38,-28.6,-21.31,-28.6,-21.31,-12.1,-12.25,-31.37,-26.42,-31.37,-26.42,-26.72,-25.39,-19.58,-19.58,-44.6,-44.6,-30.05,-31.16,-31.16,-30.05,-20.36,-20.36,-55.32,-54.48,-54.48,-55.32,-167.86,-168.67,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,1.2,0.0119,0.5,103
Angola,2024-02-26,P09,Tile_1_0,16,30.0,-11.56,-10.64,-35.56,-33.96,-27.65,-20.59,-27.65,-20.59,-12.1,-12.25,-30.43,-25.71,-30.43,-25.71,-25.77,-24.68,-19.44,-19.44,-42.94,-42.94,-29.34,-30.21,-30.21,-29.34,-20.36,-20.36,-54.38,-53.76,-53.76,-54.38,-167.15,-167.72,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,1.2,0.0119,0.75,104
Angola,2024-02-26,P09,Tile_1_0,16,30.0,7.42,7.43,-130.9,-128.03,-81.42,-75.18,-81.42,-75.18,7.42,7.43,-100.83,-94.21,-100.83,-94.21,-79.8,-78.32,-2.09,-2.09,-138.98,-138.98,-84.73,-86.16,-86.16,-84.73,-2.09,-2.09,-134.63,-133.25,-133.25,-134.63,-220.58,-221.96,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,5.4,0.0119,0.25,105
Angola,2024-02-26,P09,Tile_1_0,16,30.0,7.42,7.43,-126.53,-124.72,-79.23,-73.52,-79.23,-73.52,7.42,7.43,-98.64,-92.56,-98.64,-92.56,-77.61,-76.67,-2.09,-2.09,-135.14,-135.14,-83.07,-83.97,-83.97,-83.07,-2.09,-2.09,-132.44,-131.6,-131.6,-132.44,-218.93,-219.77,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,5.4,0.0119,0.5,106
Angola,2024-02-26,P09,Tile_1_0,16,30.0,7.42,7.43,-124.62,-123.28,-78.28,-72.8,-78.28,-72.8,7.42,7.43,-97.69,-91.84,-97.69,-91.84,-76.66,-75.95,-2.09,-2.09,-133.46,-133.46,-82.36,-83.02,-83.02,-82.36,-2.09,-2.09,-131.49,-130.88,-130.88,-131.49,-218.21,-218.81,10.496,0.245,13.941,0.153,4.018,20.56,12.78,0.092,9.923,5.626,8.613,1.201,1961.558,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,5.378,7.292,0.0325,12,0.5,0.76,2.366,2.998,0.1023,18,0.5,0.76,1.859,1.776,0.1152,14,0.5,0.76,1.046,0.993,0.0584,18,0.5,0.76,0.322,0.562,0.0162,18,56.923,0.623,0.377,0.623,26.326,0.275,72.129,0.074,169.626,0.024,271.558,0.003,445.882,0.0,735.653,5.4,0.0119,0.75,107
Angola,2024-02-26,P09,Tile_1_0,38,30.0,-11.85,-10.13,-35.22,-34.88,-27.83,-19.25,-27.83,-19.25,-13.34,-16.89,-22.14,-16.25,-22.14,-16.25,-25.0,-22.92,-17.64,-17.64,-39.17,-39.17,-26.07,-28.02,-28.02,-26.07,-19.24,-19.24,-33.36,-31.78,-31.78,-33.36,-165.49,-166.84,9.174,0.946,31.245,0.831,16.808,26.04,28.685,0.115,14.437,8.104,8.458,0.381,1339.172,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,4.513,5.0,0.043,18,0.5,0.76,2.94,2.729,0.0761,18,0.5,0.76,1.825,1.552,0.0744,18,0.5,0.76,0.875,0.677,0.038,14,0.5,0.76,0.618,0.365,0.0066,12,33.025,0.879,0.121,0.879,20.221,0.092,97.064,0.024,185.95,0.004,347.288,0.0,666.881,0.0,1178.652,0.43,0.0119,0.25,108
Angola,2024-02-26,P09,Tile_1_0,38,30.0,-11.05,-8.74,-30.75,-31.5,-25.6,-17.56,-25.6,-17.56,-13.34,-16.89,-19.9,-14.56,-19.9,-14.56,-22.77,-21.23,-16.93,-16.93,-35.25,-35.25,-24.38,-25.78,-25.78,-24.38,-19.24,-19.24,-31.13,-30.09,-30.09,-31.13,-163.8,-164.61,9.174,0.946,31.245,0.831,16.808,26.04,28.685,0.115,14.437,8.104,8.458,0.381,1339.172,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,4.513,5.0,0.043,18,0.5,0.76,2.94,2.729,0.0761,18,0.5,0.76,1.825,1.552,0.0744,18,0.5,0.76,0.875,0.677,0.038,14,0.5,0.76,0.618,0.365,0.0066,12,33.025,0.879,0.121,0.879,20.221,0.092,97.064,0.024,185.95,0.004,347.288,0.0,666.881,0.0,1178.652,0.43,0.0119,0.5,109
Angola,2024-02-26,P09,Tile_1_0,38,30.0,-10.63,-8.12,-28.85,-30.07,-24.65,-16.85,-24.65,-16.85,-13.34,-16.89,-18.95,-13.85,-18.95,-13.85,-21.82,-20.52,-16.56,-16.56,-33.59,-33.59,-23.67,-24.83,-24.83,-23.67,-19.24,-19.24,-30.18,-29.38,-29.38,-30.18,-163.09,-163.66,9.174,0.946,31.245,0.831,16.808,26.04,28.685,0.115,14.437,8.104,8.458,0.381,1339.172,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,4.513,5.0,0.043,18,0.5,0.76,2.94,2.729,0.0761,18,0.5,0.76,1.825,1.552,0.0744,18,0.5,0.76,0.875,0.677,0.038,14,0.5,0.76,0.618,0.365,0.0066,12,33.025,0.879,0.121,0.879,20.221,0.092,97.064,0.024,185.95,0.004,347.288,0.0,666.881,0.0,1178.652,0.43,0.0119,0.75,110
Angola,2024-02-26,P09,Tile_1_0,38,30.0,-10.52,-8.7,-38.31,-35.4,-29.08,-21.54,-29.08,-21.54,-11.5,-11.74,-22.14,-16.09,-22.14,-16.09,-25.16,-23.54,-18.97,-18.97,-44.92,-44.92,-29.76,-31.34,-31.34,-29.76,-19.68,-19.68,-43.86,-42.42,-42.42,-43.86,-165.88,-167.23,9.174,0.946,31.245,0.831,16.808,26.04,28.685,0.115,14.437,8.104,8.458,0.381,1339.172,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,4.513,5.0,0.043,18,0.5,0.76,2.94,2.729,0.0761,18,0.5,0.76,1.825,1.552,0.0744,18,0.5,0.76,0.875,0.677,0.038,14,0.5,0.76,0.618,0.365,0.0066,12,33.025,0.879,0.121,0.879,20.221,0.092,97.064,0.024,185.95,0.004,347.288,0.0,666.881,0.0,1178.652,1.2,0.0119,0.25,111
Angola,2024-02-26,P09,Tile_1_0,38,30.0,-9.96,-7.76,-33.85,-32.02,-26.84,-19.85,-26.84,-19.85,-11.5,-11.74,-19.9,-14.4,-19.9,-14.4,-22.93,-21.85,-18.6,-18.6,-41.0,-41.0,-28.07,-29.1,-29.1,-28.07,-19.68,-19.68,-41.63,-40.73,-40.73,-41.63,-164.19,-165.0,9.174,0.946,31.245,0.831,16.808,26.04,28.685,0.115,14.437,8.104,8.458,0.381,1339.172,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,4.513,5.0,0.043,18,0.5,0.76,2.94,2.729,0.0761,18,0.5,0.76,1.825,1.552,0.0744,18,0.5,0.76,0.875,0.677,0.038,14,0.5,0.76,0.618,0.365,0.0066,12,33.025,0.879,0.121,0.879,20.221,0.092,97.064,0.024,185.95,0.004,347.288,0.0,666.881,0.0,1178.652,1.2,0.0119,0.5,112
Angola,2024-02-26,P09,Tile_1_0,38,30.0,-9.65,-7.31,-31.95,-30.6,-25.89,-19.14,-25.89,-19.14,-11.5,-11.74,-18.95,-13.68,-18.95,-13.68,-21.98,-21.14,-18.41,-18.41,-39.33,-39.33,-27.36,-28.15,-28.15,-27.36,-19.68,-19.68,-40.68,-40.01,-40.01,-40.68,-163.48,-164.05,9.174,0.946,31.245,0.831,16.808,26.04,28.685,0.115,14.437,8.104,8.458,0.381,1339.172,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,4.513,5.0,0.043,18,0.5,0.76,2.94,2.729,0.0761,18,0.5,0.76,1.825,1.552,0.0744,18,0.5,0.76,0.875,0.677,0.038,14,0.5,0.76,0.618,0.365,0.0066,12,33.025,0.879,0.121,0.879,20.221,0.092,97.064,0.024,185.95,0.004,347.288,0.0,666.881,0.0,1178.652,1.2,0.0119,0.75,113
