country,date,plot_id,tile_coords,tree_id,theta,total_vv,total_hh,gnd_crown_gnd_vv,gnd_crown_gnd_hh,crown_ground_vv,crown_ground_hh,ground_crown_vv,ground_crown_hh,direct_crown_vv,direct_crown_hh,trunk_ground_vv,trunk_ground_hh,ground_trunk_vv,ground_trunk_hh,direct_ground_vv,direct_ground_hh,total_vh,total_hv,gnd_crown_gnd_vh,gnd_crown_gnd_hv,crown_ground_vh,crown_ground_hv,ground_crown_vh,ground_crown_hv,direct_crown_vh,direct_crown_hv,trunk_ground_vh,trunk_ground_hv,ground_trunk_vh,ground_trunk_hv,direct_ground_vh,direct_ground_hv,height,total_tree_vol_m3,total_tree_sa_m2,trunk_vol_m3,trunk_sa_m2,trunk_diameter,trunk_length,crown_vol_m3,crown_sa_m2,crown_radius,crown_thickness,cstart,leaf_density,census_species,wood_density,angle,rms_height,correlation_length,percent_sand,percent_clay,trunk_moisture,trunk_dry_density,branch_1_moisture,branch_1_dry_density,branch_1_length,branch_1_diameter,branch_1_density,branch_1_pdf,branch_2_moisture,branch_2_dry_density,branch_2_length,branch_2_diameter,branch_2_density,branch_2_pdf,branch_3_moisture,branch_3_dry_density,branch_3_length,branch_3_diameter,branch_3_density,branch_3_pdf,branch_4_moisture,branch_4_dry_density,branch_4_length,branch_4_diameter,branch_4_density,branch_4_pdf,branch_5_moisture,branch_5_dry_density,branch_5_length,branch_5_diameter,branch_5_density,branch_5_pdf,tree_sa_to_volume_ratio,trunk_to_tree_volume_ratio,canopy_to_tree_volume_ratio,order_0_to_tree_volume_ratio,order_0_sa_to_volume_ratio,order_1_to_tree_volume_ratio,order_1_sa_to_volume_ratio,order_2_to_tree_volume_ratio,order_2_sa_to_volume_ratio,order_3_to_tree_volume_ratio,order_3_sa_to_volume_ratio,order_4_to_tree_volume_ratio,order_4_sa_to_volume_ratio,order_5_to_tree_volume_ratio,order_5_sa_to_volume_ratio,frequency,canopy_density,soil_moisture,run
Angola,2024-02-26,P09,Tile_1_1,62,30.0,-12.62,-11.73,-43.84,-40.36,-29.76,-22.5,-29.76,-22.5,-12.98,-13.15,-32.43,-25.46,-32.43,-25.46,-29.78,-27.58,-20.33,-20.33,-49.97,-49.97,-31.5,-33.32,-33.32,-31.5,-20.93,-20.93,-52.82,-51.42,-51.42,-52.82,-170.21,-171.56,9.828,0.501,20.067,0.326,6.917,27.01,14.862,0.174,13.151,5.814,9.828,0.0,1453.194,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,7.256,10.388,0.0345,17,0.5,0.673,2.274,3.169,0.0992,18,0.5,0.673,1.744,1.83,0.0992,18,0.5,0.673,0.99,1.122,0.0676,18,0.5,0.673,0.472,0.67,0.0129,18,40.069,0.652,0.348,0.652,21.188,0.28,50.178,0.053,150.059,0.013,258.296,0.002,413.757,0.0,629.276,1.2,0.0119,0.25,318
Angola,2024-02-26,P09,Tile_1_1,62,30.0,-12.39,-11.18,-39.37,-36.98,-27.53,-20.81,-27.53,-20.81,-12.98,-13.15,-30.19,-23.77,-30.19,-23.77,-27.55,-25.89,-20.03,-20.03,-46.04,-46.04,-29.81,-31.09,-31.09,-29.81,-20.93,-20.93,-50.59,-49.73,-49.73,-50.59,-168.52,-169.33,9.828,0.501,20.067,0.326,6.917,27.01,14.862,0.174,13.151,5.814,9.828,0.0,1453.194,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,7.256,10.388,0.0345,17,0.5,0.673,2.274,3.169,0.0992,18,0.5,0.673,1.744,1.83,0.0992,18,0.5,0.673,0.99,1.122,0.0676,18,0.5,0.673,0.472,0.67,0.0129,18,40.069,0.652,0.348,0.652,21.188,0.28,50.178,0.053,150.059,0.013,258.296,0.002,413.757,0.0,629.276,1.2,0.0119,0.5,319
Angola,2024-02-26,P09,Tile_1_1,62,30.0,-12.25,-10.9,-37.47,-35.55,-26.58,-20.1,-26.58,-20.1,-12.98,-13.15,-29.24,-23.05,-29.24,-23.05,-26.6,-25.17,-19.86,-19.86,-44.38,-44.38,-29.09,-30.14,-30.14,-29.09,-20.93,-20.93,-49.64,-49.02,-49.02,-49.64,-167.8,-168.38,9.828,0.501,20.067,0.326,6.917,27.01,14.862,0.174,13.151,5.814,9.828,0.0,1453.194,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,7.256,10.388,0.0345,17,0.5,0.673,2.274,3.169,0.0992,18,0.5,0.673,1.744,1.83,0.0992,18,0.5,0.673,0.99,1.122,0.0676,18,0.5,0.673,0.472,0.67,0.0129,18,40.069,0.652,0.348,0.652,21.188,0.28,50.178,0.053,150.059,0.013,258.296,0.002,413.757,0.0,629.276,1.2,0.0119,0.75,320
Angola,2024-02-26,P09,Tile_1_1,62,30.0,7.19,7.21,-125.96,-123.0,-76.74,-70.41,-76.74,-70.41,7.19,7.21,-93.3,-86.3,-93.3,-86.3,-74.44,-72.88,-2.32,-2.32,-134.0,-134.0,-80.04,-81.51,-81.51,-80.04,-2.32,-2.32,-130.11,-128.73,-128.73,-130.11,-215.18,-216.55,9.828,0.501,20.067,0.326,6.917,27.01,14.862,0.174,13.151,5.814,9.828,0.0,1453.194,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,7.256,10.388,0.0345,17,0.5,0.673,2.274,3.169,0.0992,18,0.5,0.673,1.744,1.83,0.0992,18,0.5,0.673,0.99,1.122,0.0676,18,0.5,0.673,0.472,0.67,0.0129,18,40.069,0.652,0.348,0.652,21.188,0.28,50.178,0.053,150.059,0.013,258.296,0.002,413.757,0.0,629.276,5.4,0.0119,0.25,321
Angola,2024-02-26,P09,Tile_1_1,62,30.0,7.19,7.21,-121.59,-119.69,-74.55,-68.75,-74.55,-68.75,7.19,7.21,-91.11,-84.65,-91.11,-84.65,-72.25,-71.23,-2.32,-2.32,-130.15,-130.15,-78.38,-79.32,-79.32,-78.38,-2.32,-2.32,-127.92,-127.07,-127.07,-127.92,-213.52,-214.36,9.828,0.501,20.067,0.326,6.917,27.01,14.862,0.174,13.151,5.814,9.828,0.0,1453.194,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,7.256,10.388,0.0345,17,0.5,0.673,2.274,3.169,0.0992,18,0.5,0.673,1.744,1.83,0.0992,18,0.5,0.673,0.99,1.122,0.0676,18,0.5,0.673,0.472,0.67,0.0129,18,40.069,0.652,0.348,0.652,21.188,0.28,50.178,0.053,150.059,0.013,258.296,0.002,413.757,0.0,629.276,5.4,0.0119,0.5,322
Angola,2024-02-26,P09,Tile_1_1,62,30.0,7.19,7.21,-119.68,-118.26,-73.59,-68.04,-73.59,-68.04,7.19,7.21,-90.16,-83.93,-90.16,-83.93,-71.29,-70.51,-2.32,-2.32,-128.48,-128.48,-77.66,-78.37,-78.37,-77.66,-2.32,-2.32,-126.97,-126.36,-126.36,-126.97,-212.81,-213.41,9.828,0.501,20.067,0.326,6.917,27.01,14.862,0.174,13.151,5.814,9.828,0.0,1453.194,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,7.256,10.388,0.0345,17,0.5,0.673,2.274,3.169,0.0992,18,0.5,0.673,1.744,1.83,0.0992,18,0.5,0.673,0.99,1.122,0.0676,18,0.5,0.673,0.472,0.67,0.0129,18,40.069,0.652,0.348,0.652,21.188,0.28,50.178,0.053,150.059,0.013,258.296,0.002,413.757,0.0,629.276,5.4,0.0119,0.75,323
Angola,2024-02-26,P09,Tile_1_1,69,30.0,-15.66,-13.31,-46.65,-45.05,-23.53,-18.83,-23.53,-18.83,-17.95,-23.48,-30.84,-21.61,-30.84,-21.61,-32.12,-26.64,-19.92,-19.92,-49.62,-49.62,-23.52,-27.08,-27.08,-23.52,-24.48,-24.48,-40.9,-39.4,-39.4,-40.9,-170.91,-172.26,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,0.43,0.0119,0.25,324
Angola,2024-02-26,P09,Tile_1_1,69,30.0,-14.6,-11.75,-42.18,-41.67,-21.3,-17.14,-21.3,-17.14,-17.95,-23.48,-28.6,-19.92,-28.6,-19.92,-29.89,-24.95,-18.62,-18.62,-45.69,-45.69,-21.83,-24.84,-24.84,-21.83,-24.48,-24.48,-38.66,-37.71,-37.71,-38.66,-169.22,-170.03,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,0.43,0.0119,0.5,325
Angola,2024-02-26,P09,Tile_1_1,69,30.0,-14.06,-11.09,-40.29,-40.25,-20.35,-16.43,-20.35,-16.43,-17.95,-23.48,-27.66,-19.21,-27.66,-19.21,-28.94,-24.24,-18.02,-18.02,-44.03,-44.03,-21.11,-23.89,-23.89,-21.11,-24.48,-24.48,-37.71,-36.99,-36.99,-37.71,-168.51,-169.08,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,0.43,0.0119,0.75,326
Angola,2024-02-26,P09,Tile_1_1,69,30.0,-13.2,-11.01,-44.13,-39.47,-27.79,-20.31,-27.79,-20.31,-13.94,-13.63,-28.55,-21.36,-28.55,-21.36,-28.78,-25.89,-22.01,-22.01,-51.73,-51.73,-28.99,-31.17,-31.17,-28.99,-23.71,-23.71,-55.6,-54.19,-54.19,-55.6,-168.86,-170.22,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,1.2,0.0119,0.25,327
Angola,2024-02-26,P09,Tile_1_1,69,30.0,-12.76,-10.16,-39.66,-36.1,-25.56,-18.62,-25.56,-18.62,-13.94,-13.63,-26.31,-19.67,-26.31,-19.67,-26.54,-24.2,-21.29,-21.29,-47.8,-47.8,-27.3,-28.93,-28.93,-27.3,-23.71,-23.71,-53.36,-52.5,-52.5,-53.36,-167.17,-167.98,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,1.2,0.0119,0.5,328
Angola,2024-02-26,P09,Tile_1_1,69,30.0,-12.51,-9.75,-37.77,-34.67,-24.61,-17.9,-24.61,-17.9,-13.94,-13.63,-25.36,-18.96,-25.36,-18.96,-25.6,-23.49,-20.93,-20.93,-46.14,-46.14,-26.59,-27.98,-27.98,-26.59,-23.71,-23.71,-52.41,-51.78,-51.78,-52.41,-166.46,-167.03,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,1.2,0.0119,0.75,329
Angola,2024-02-26,P09,Tile_1_1,69,30.0,6.73,6.77,-116.45,-113.27,-67.99,-61.44,-67.99,-61.44,6.73,6.77,-80.13,-73.2,-80.13,-73.2,-64.15,-62.4,-2.77,-2.77,-124.37,-124.37,-71.2,-72.76,-72.76,-71.2,-2.77,-2.77,-118.92,-117.54,-117.54,-118.92,-204.79,-206.17,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,5.4,0.0119,0.25,330
Angola,2024-02-26,P09,Tile_1_1,69,30.0,6.73,6.77,-112.07,-109.95,-65.8,-59.79,-65.8,-59.79,6.73,6.77,-77.94,-71.55,-77.94,-71.55,-61.96,-60.75,-2.77,-2.77,-120.53,-120.53,-69.54,-70.58,-70.58,-69.54,-2.77,-2.77,-116.73,-115.88,-115.88,-116.73,-203.14,-203.98,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,5.4,0.0119,0.5,331
Angola,2024-02-26,P09,Tile_1_1,69,30.0,6.73,6.77,-110.16,-108.52,-64.84,-59.07,-64.84,-59.07,6.73,6.77,-76.98,-70.83,-76.98,-70.83,-61.0,-60.03,-2.77,-2.77,-118.86,-118.86,-68.82,-69.62,-69.62,-68.82,-2.77,-2.77,-115.78,-115.16,-115.16,-115.78,-202.42,-203.02,11.921,0.941,40.09,0.488,7.348,36.6,17.144,0.453,32.741,8.068,10.594,0.769,931.203,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.318,11.85,0.021,17,0.5,0.76,4.538,6.131,0.0881,12,0.5,0.76,2.503,2.864,0.119,18,0.5,0.76,1.066,1.477,0.0743,18,0.5,0.76,1.281,1.089,0.0217,18,42.613,0.518,0.482,0.518,15.071,0.327,46.019,0.115,99.603,0.034,184.898,0.005,330.266,0.001,452.377,5.4,0.0119,0.75,332
Angola,2024-02-26,P09,Tile_1_1,77,30.0,-13.38,-11.61,-37.27,-35.99,-26.2,-17.94,-26.2,-17.94,-14.44,-17.22,-28.52,-21.6,-28.52,-21.6,-26.63,-24.14,-17.63,-17.63,-40.63,-40.63,-24.14,-26.17,-26.17,-24.14,-19.84,-19.84,-36.53,-35.07,-35.07,-36.53,-166.91,-168.27,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,0.43,0.0119,0.25,333
Angola,2024-02-26,P09,Tile_1_1,77,30.0,-12.77,-10.31,-32.8,-32.61,-23.96,-16.25,-23.96,-16.25,-14.44,-17.22,-26.29,-19.91,-26.29,-19.91,-24.4,-22.45,-16.75,-16.75,-36.71,-36.71,-22.45,-23.94,-23.94,-22.45,-19.84,-19.84,-34.3,-33.38,-33.38,-34.3,-165.22,-166.03,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,0.43,0.0119,0.5,334
Angola,2024-02-26,P09,Tile_1_1,77,30.0,-12.43,-9.73,-30.9,-31.18,-23.02,-15.53,-23.02,-15.53,-14.44,-17.22,-25.34,-19.19,-25.34,-19.19,-23.45,-21.74,-16.3,-16.3,-35.05,-35.05,-21.74,-22.99,-22.99,-21.74,-19.84,-19.84,-33.35,-32.67,-32.67,-33.35,-164.51,-165.08,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,0.43,0.0119,0.75,335
Angola,2024-02-26,P09,Tile_1_1,77,30.0,-11.62,-9.96,-38.89,-35.36,-27.74,-20.25,-27.74,-20.25,-12.25,-11.95,-28.26,-21.63,-28.26,-21.63,-25.56,-23.77,-20.62,-20.62,-46.76,-46.76,-29.49,-31.1,-31.1,-29.49,-21.73,-21.73,-49.12,-47.72,-47.72,-49.12,-166.19,-167.55,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,1.2,0.0119,0.25,336
Angola,2024-02-26,P09,Tile_1_1,77,30.0,-11.24,-9.25,-34.42,-31.98,-25.51,-18.57,-25.51,-18.57,-12.25,-11.95,-26.02,-19.94,-26.02,-19.94,-23.33,-22.08,-20.1,-20.1,-42.83,-42.83,-27.8,-28.87,-28.87,-27.8,-21.73,-21.73,-46.88,-46.03,-46.03,-46.88,-164.51,-165.31,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,1.2,0.0119,0.5,337
Angola,2024-02-26,P09,Tile_1_1,77,30.0,-11.02,-8.9,-32.53,-30.56,-24.56,-17.85,-24.56,-17.85,-12.25,-11.95,-25.07,-19.23,-25.07,-19.23,-22.38,-21.37,-19.82,-19.82,-41.17,-41.17,-27.08,-27.92,-27.92,-27.08,-21.73,-21.73,-45.94,-45.32,-45.32,-45.94,-163.79,-164.37,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,1.2,0.0119,0.75,338
Angola,2024-02-26,P09,Tile_1_1,77,30.0,7.12,7.13,-114.82,-111.95,-66.81,-60.57,-66.81,-60.57,7.12,7.13,-82.3,-75.4,-82.3,-75.4,-63.22,-61.75,-2.39,-2.39,-122.9,-122.9,-70.18,-71.61,-71.61,-70.18,-2.39,-2.39,-118.86,-117.48,-117.48,-118.86,-204.0,-205.37,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,5.4,0.0119,0.25,339
Angola,2024-02-26,P09,Tile_1_1,77,30.0,7.12,7.13,-110.44,-108.64,-64.62,-58.91,-64.62,-58.91,7.12,7.13,-80.11,-73.74,-80.11,-73.74,-61.03,-60.09,-2.39,-2.39,-119.06,-119.06,-68.52,-69.42,-69.42,-68.52,-2.39,-2.39,-116.67,-115.82,-115.82,-116.67,-202.34,-203.18,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,5.4,0.0119,0.5,340
Angola,2024-02-26,P09,Tile_1_1,77,30.0,7.12,7.13,-108.53,-107.2,-63.67,-58.19,-63.67,-58.19,7.12,7.13,-79.15,-73.02,-79.15,-73.02,-60.07,-59.37,-2.39,-2.39,-117.39,-117.39,-67.8,-68.46,-68.46,-67.8,-2.39,-2.39,-115.72,-115.11,-115.11,-115.72,-201.63,-202.23,9.648,0.535,28.749,0.278,5.629,29.24,13.95,0.256,23.12,8.527,8.409,0.589,1260.323,Julbernardia paniculata,0.673,30,1.5,17.5,40,10,0.5,0.673,0.5,0.673,8.514,11.125,0.0188,12,0.5,0.673,4.305,5.12,0.0602,18,0.5,0.673,3.276,3.466,0.0819,18,0.5,0.673,1.684,1.992,0.0906,18,0.5,0.673,0.596,1.12,0.0304,14,53.757,0.521,0.479,0.521,20.217,0.278,52.985,0.128,112.002,0.057,168.158,0.015,275.775,0.001,422.733,5.4,0.0119,0.75,341
Angola,2024-02-26,P09,Tile_1_1,93,30.0,-15.14,-13.2,-39.11,-38.09,-26.36,-18.97,-26.36,-18.97,-16.59,-19.7,-30.65,-24.21,-30.65,-24.21,-26.49,-23.93,-19.06,-19.06,-42.62,-42.62,-24.59,-26.65,-26.65,-24.59,-22.16,-22.16,-35.82,-34.36,-34.36,-35.82,-166.74,-168.09,9.919,0.345,14.98,0.23,5.606,22.13,13.162,0.115,9.374,7.179,9.919,1.271,1388.856,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,7.485,9.76,0.0171,17,0.5,0.76,4.118,5.258,0.0332,18,0.5,0.76,1.922,2.457,0.0428,14,0.5,0.76,1.47,1.662,0.0407,14,0.5,0.76,0.717,0.973,0.0171,14,43.46,0.668,0.332,0.668,24.362,0.21,51.66,0.089,100.549,0.026,197.894,0.007,285.91,0.001,445.012,0.43,0.0119,0.25,342
Angola,2024-02-26,P09,Tile_1_1,93,30.0,-14.36,-11.83,-34.64,-34.71,-24.13,-17.28,-24.13,-17.28,-16.59,-19.7,-28.41,-22.52,-28.41,-22.52,-24.25,-22.24,-17.97,-17.97,-38.69,-38.69,-22.9,-24.42,-24.42,-22.9,-22.16,-22.16,-33.59,-32.67,-32.67,-33.59,-165.05,-165.86,9.919,0.345,14.98,0.23,5.606,22.13,13.162,0.115,9.374,7.179,9.919,1.271,1388.856,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,7.485,9.76,0.0171,17,0.5,0.76,4.118,5.258,0.0332,18,0.5,0.76,1.922,2.457,0.0428,14,0.5,0.76,1.47,1.662,0.0407,14,0.5,0.76,0.717,0.973,0.0171,14,43.46,0.668,0.332,0.668,24.362,0.21,51.66,0.089,100.549,0.026,197.894,0.007,285.91,0.001,445.012,0.43,0.0119,0.5,343
Angola,2024-02-26,P09,Tile_1_1,93,30.0,-13.94,-11.22,-32.74,-33.29,-23.18,-16.57,-23.18,-16.57,-16.59,-19.7,-27.46,-21.8,-27.46,-21.8,-23.3,-21.53,-17.45,-17.45,-37.03,-37.03,-22.19,-23.47,-23.47,-22.19,-22.16,-22.16,-32.64,-31.96,-31.96,-32.64,-164.33,-164.91,9.919,0.345,14.98,0.23,5.606,22.13,13.162,0.115,9.374,7.179,9.919,1.271,1388.856,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,7.485,9.76,0.0171,17,0.5,0.76,4.118,5.258,0.0332,18,0.5,0.76,1.922,2.457,0.0428,14,0.5,0.76,1.47,1.662,0.0407,14,0.5,0.76,0.717,0.973,0.0171,14,43.46,0.668,0.332,0.668,24.362,0.21,51.66,0.089,100.549,0.026,197.894,0.007,285.91,0.001,445.012,0.43,0.0119,0.75,344
